c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49
1102;-1365;-3730;-5821;-7467;-8566;-9015;-8798;-7918;-6447;-4497;-2204;244;2683;4914;6784;8143;8894;8980;8396;7181;5435;3275;878;-1591;-3938;-5990;-7596;-8634;-9025;-8742;-7807;-6285;-4297;-1986;476;2898;5107;6931;8240;8929;8956;8307;7043;5248;3062;649;-1816;-4143;-6158
-7720;-8694;-9031;-8679;-7692;-6117;-4094;-1761;704;3114;5292;7078;8328;8961;8924;8214;6899;5058;2850;417;-2035;-4347;-6324;-7833;-8757;-9022;-8620;-7564;-5952;-3886;-1538;931;3328;5477;7215;8417;8984;8886;8118;6749;4867;2632;186;-2254;-4550;-6480;-7948;-8809;-9013;-8548
-7437;-5776;-3681;-1310;1157;3539;5658;7349;8496;9004;8842;8016;6594;4672;2414;-41;-2477;-4742;-6643;-8050;-8856;-9000;-8468;-7309;-5598;-3471;-1084;1384;3751;5830;7485;8566;9022;8789;7911;6433;4479;2189;-268;-2699;-4933;-6795;-8152;-8897;-8979;-8386;-7174;-5414;-3261;-855
1609;3954;6006;7607;8638;9027;8737;7795;6273;4277;1968;-495;-2917;-5122;-6945;-8248;-8932;-8953;-8299;-7032;-5230;-3046;-628;1835;4158;6177;7725;8705;9026;8679;7676;6108;4072;1747;-728;-3129;-5312;-7085;-8338;-8964;-8918;-8211;-6880;-5047;-2827;-401;2056;4363;6339;7841
8763;9021;8613;7554;5937;3869;1519;-951;-3347;-5490;-7229;-8421;-8990;-8879;-8112;-6733;-4854;-2611;-171;2281;4557;6503;7950;8816;9012;8540;7429;5759;3665;1289;-1175;-3559;-5670;-7363;-8501;-9007;-8836;-8009;-6578;-4659;-2391;58;2497;4758;6655;8060;8860;8996;8465;7294
5585;3452;1065;-1404;-3765;-5850;-7489;-8578;-9019;-8788;-7899;-6421;-4462;-2168;283;2722;4946;6811;8158;8902;8976;8381;7159;5402;3239;838;-1630;-3972;-6019;-7619;-8643;-9028;-8731;-7786;-6257;-4263;-1944;509;2940;5135;6959;8253;8938;8948;8293;7018;5215;3029;607;-1852
-4177;-6190;-7737;-8707;-9028;-8670;-7671;-6089;-4059;-1723;744;3149;5326;7100;8344;8966;8917;8198;6874;5026;2810;381;-2078;-4376;-6354;-7853;-8764;-9023;-8606;-7544;-5921;-3852;-1498;968;3366;5505;7242;8427;8991;8877;8100;6723;4836;2593;151;-2297;-4578;-6513;-7963;-8817
-9013;-8532;-7418;-5746;-3644;-1274;1199;3574;5688;7372;8508;9009;8831;8001;6563;4644;2370;-76;-2518;-4773;-6668;-8070;-8862;-8997;-8455;-7286;-5566;-3436;-1045;1423;3783;5863;7504;8581;9021;8782;7891;6407;4445;2150;-304;-2738;-4965;-6821;-8171;-8900;-8978;-8370;-7150;-5384
-3223;-817;1648;3991;6034;7627;8651;9026;8727;7778;6241;4246;1926;-533;-2954;-5154;-6969;-8263;-8939;-8946;-8287;-7003;-5203;-3006;-591;1873;4194;6202;7748;8714;9025;8670;7654;6080;4039;1705;-763;-3167;-5343;-7110;-8354;-8968;-8912;-8194;-6857;-5012;-2792;-360;2095;4395
6367;7862;8770;9022;8601;7531;5909;3831;1481;-989;-3383;-5521;-7253;-8436;-8990;-8876;-8090;-6711;-4818;-2575;-131;2316;4595;6525;7974;8821;9010;8530;7403;5732;3629;1249;-1212;-3598;-5698;-7388;-8512;-9011;-8828;-7989;-6554;-4623;-2356;101;2532;4794;6678;8080;8866;8994
8450;7272;5552;3416;1026;-1442;-3801;-5878;-7513;-8590;-9018;-8782;-7876;-6398;-4424;-2135;328;2753;4984;6832;8177;8908;8971;8367;7135;5370;3205;797;-1667;-4008;-6050;-7636;-8658;-9025;-8724;-7765;-6231;-4224;-1911;555;2973;5168;6984;8269;8942;8944;8277;6993;5184;2990
569;-1890;-4211;-6219;-7755;-8720;-9025;-8662;-7647;-6063;-4023;-1685;782;3185;5360;7120;8363;8968;8911;8183;6847;4995;2773;341;-2114;-4414;-6378;-7875;-8772;-9023;-8593;-7523;-5891;-3818;-1458;1008;3400;5538;7263;8442;8995;8868;8086;6693;4804;2555;114;-2337;-4610;-6540
-7983;-8823;-9013;-8518;-7396;-5717;-3608;-1234;1235;3611;5718;7395;8522;9011;8823;7983;6537;4610;2334;-116;-2556;-4806;-6697;-8084;-8871;-8993;-8442;-7262;-5537;-3396;-1008;1461;3821;5890;7527;8592;9022;8775;7869;6380;4411;2111;-342;-2775;-4998;-6847;-8184;-8912;-8967;-8361
-7122;-5356;-3184;-781;1689;4023;6066;7647;8663;9026;8718;7756;6216;4209;1890;-574;-2989;-5190;-6989;-8282;-8942;-8942;-8270;-6980;-5167;-2973;-548;1908;4230;6230;7768;8722;9028;8654;7639;6045;4009;1662;-796;-3209;-5370;-7138;-8367;-8972;-8906;-8178;-6830;-4984;-2749;-327
2137;4427;6396;7882;8778;9022;8586;7514;5875;3801;1439;-1027;-3421;-5550;-7278;-8446;-8998;-8865;-8077;-6680;-4789;-2532;-97;2356;4627;6553;7991;8830;9007;8516;7382;5701;3592;1215;-1257;-3625;-5737;-7403;-8531;-9009;-8822;-7972;-6526;-4591;-2317;138;2571;4826;6706;8097
8872;8993;8434;7250;5522;3379;988;-1482;-3836;-5908;-7535;-8600;-9022;-8768;-7863;-6364;-4395;-2091;361;2795;5012;6860;8193;8913;8969;8349;7113;5337;3169;759;-1706;-4043;-6078;-7659;-8667;-9027;-8713;-7746;-6201;-4193;-1870;592;3009;5205;7003;8289;8945;8939;8263;6966
5154;2952;531;-1929;-4247;-6246;-7775;-8731;-9022;-8654;-7624;-6034;-3989;-1644;817;3225;5388;7148;8373;8976;8902;8169;6819;4965;2734;303;-2152;-4447;-6408;-7891;-8784;-9021;-8578;-7506;-5857;-3786;-1418;1046;3437;5569;7286;8457;8995;8865;8065;6669;4772;2513;77;-2376
-4642;-6569;-7997;-8836;-9005;-8511;-7369;-5687;-3572;-1195;1273;3647;5748;7417;8535;9012;8817;7961;6515;4572;2299;-155;-2595;-4836;-6724;-8103;-8876;-8992;-8427;-7239;-5506;-3361;-969;1501;3855;5921;7547;8604;9025;8763;7853;6350;4377;2074;-384;-2811;-5030;-6872;-8201;-8916
-8967;-8342;-7100;-5322;-3149;-741;1725;4061;6091;7671;8671;9028;8706;7738;6185;4178;1848;-608;-3031;-5216;-7020;-8294;-8949;-8936;-8255;-6954;-5138;-2932;-513;1949;4264;6258;7789;8732;9025;8646;7613;6022;3968;1630;-842;-3240;-5405;-7158;-8383;-8974;-8904;-8154;-6813;-4941
-2721;-281;2169;4464;6422;7901;8788;9018;8576;7492;5845;3765;1402;-1069;-3451;-5589;-7295;-8463;-9000;-8858;-8060;-6653;-4756;-2496;-56;2393;4663;6577;8011;8836;9006;8502;7359;5672;3554;1175;-1293;-3665;-5761;-7430;-8540;-9015;-8812;-7951;-6501;-4556;-2280;175;2612;4855
6735;8111;8882;8987;8423;7224;5491;3345;946;-1515;-3877;-5934;-7559;-8610;-9025;-8758;-7844;-6337;-4358;-2058;405;2830;5046;6886;8208;8920;8963;8336;7089;5304;3133;719;-1744;-4076;-6109;-7677;-8679;-9027;-8702;-7726;-6173;-4158;-1833;632;3045;5236;7029;8303;8952;8931
8250;6940;5122;2917;488;-1963;-4283;-6274;-7796;-8739;-9025;-8638;-7607;-6002;-3955;-1606;857;3262;5418;7172;8389;8978;8898;8148;6798;4926;2701;264;-2192;-4478;-6438;-7908;-8794;-9017;-8570;-7481;-5829;-3750;-1380;1085;3472;5602;7307;8471;9000;8854;8052;6640;4739;2478
36;-2413;-4676;-6595;-8018;-8840;-9007;-8491;-7353;-5652;-3540;-1153;1312;3682;5778;7439;8548;9014;8809;7944;6483;4543;2258;-193;-2630;-4872;-6748;-8120;-8884;-8988;-8410;-7220;-5470;-3330;-928;1539;3890;5951;7568;8617;9024;8757;7831;6325;4340;2040;-427;-2844;-5066;-6897
-8216;-8923;-8961;-8329;-7075;-5290;-3114;-698;1760;4097;6120;7689;8684;9027;8698;7714;6160;4139;1814;-650;-3064;-5252;-7041;-8311;-8953;-8932;-8237;-6931;-5105;-2896;-475;1990;4295;6291;7804;8745;9024;8633;7595;5990;3934;1591;-881;-3277;-5435;-7186;-8391;-8987;-8888;-8146
-6780;-4914;-2680;-243;2207;4500;6446;7922;8795;9018;8563;7469;5815;3730;1362;-1104;-3491;-5615;-7321;-8477;-9002;-8850;-8043;-6627;-4722;-2461;-14;2429;4696;6606;8027;8846;9003;8488;7339;5638;3522;1135;-1332;-3701;-5791;-7453;-8550;-9018;-8802;-7936;-6470;-4525;-2238;212
2649;4888;6761;8128;8889;8983;8408;7201;5462;3305;912;-1558;-3908;-5965;-7580;-8621;-9027;-8747;-7827;-6307;-4326;-2017;441;2869;5076;6913;8224;8926;8958;8322;7062;5277;3093;681;-1781;-4115;-6132;-7704;-8684;-9031;-8689;-7708;-6143;-4124;-1792;668;3083;5267;7053;8320
8953;8931;8228;6918;5089;2876;457;-2008;-4314;-6301;-7818;-8747;-9025;-8628;-7582;-5978;-3915;-1573;901;3295;5451;7196;8401;8986;8887;8137;6766;4900;2659;226;-2230;-4512;-6464;-7928;-8802;-9017;-8555;-7460;-5800;-3711;-1344;1125;3508;5629;7335;8479;9008;8844;8034;6615
4704;2441;-2;-2451;-4709;-6622;-8036;-8846;-9007;-8477;-7332;-5619;-3506;-1112;1345;3725;5801;7470;8551;9026;8788;7939;6442;4524;2201;-209;-2711;-4640;-4251;-3155;-1981;-627;634;1822;2739;3396;3681;3650;3255;2618;1737;782;-218;-1107;-1841;-2318;-2520;-2411;-2032;-1401
-617;257;1108;1839;2382;2644;2609;2252;1606;718;-315;-1419;-2444;-3319;-3912;-4166;-4026;-3480;-2561;-1323;119;1661;3148;4451;5435;5998;6063;5606;4632;3213;1452;-518;-2524;-4404;-5982;-7115;-7692;-7642;-6954;-5662;-3866;-1697;656;3022;5166;6946;8155;8728;8570;7702
6183;4132;1717;-854;-3381;-5623;-7416;-8576;-9026;-8713;-7672;-5986;-3802;-1293;1317;3826;6002;7688;8718;9026;8570;7398;5609;3344;802;-1805;-4270;-6363;-7936;-8835;-8995;-8403;-7103;-5211;-2880;-307;2290;4698;6707;8160;8922;8941;8208;6789;4797;2405;-187;-2769;-5111;-7030
-8359;-8983;-8860;-7991;-6447;-4374;-1921;681;3236;5511;7334;8528;9024;8746;7749;6094;3930;1438;-1179;-3690;-5899;-7607;-8682;-9028;-8614;-7481;-5718;-3480;-944;1665;4139;6265;7862;8806;9005;8455;7192;5326;3018;448;-2147;-4576;-6610;-8096;-8901;-8958;-8268;-6882;-4919;-2544
45;2629;4992;6941;8300;8972;8885;8055;6551;4496;2063;-537;-3101;-5398;-7245;-8487;-9009;-8787;-7818;-6201;-4058;-1580;1036;3557;5791;7527;8644;9026;8657;7560;5831;3609;1091;-1527;-4008;-6161;-7791;-8773;-9013;-8505;-7276;-5445;-3149;-595;2011;4449;6511;8033;8873;8977
8324;6973;5040;2681;99;-2490;-4874;-6844;-8248;-8949;-8912;-8119;-6649;-4620;-2206;398;2963;5283;7159;8433;9004;8815;7892;6302;4189;1720;-890;-3428;-5678;-7447;-8601;-9023;-8697;-7639;-5939;-3742;-1231;1383;3881;6053;7719;8735;9023;8550;7362;5558;3284;739;-1870;-4324
-6409;-7967;-8845;-8993;-8376;-7067;-5155;-2821;-241;2350;4753;6748;8189;8930;8934;8179;6746;4744;2343;-253;-2826;-5167;-7068;-8383;-8991;-8847;-7959;-6405;-4315;-1861;745;3296;5563;7369;8552;9023;8734;7712;6050;3870;1376;-1240;-3754;-5941;-7647;-8695;-9030;-8592;-7449;-5664
-3425;-876;1725;4197;6311;7893;8820;9002;8430;7155;5273;2957;386;-2213;-4628;-6655;-8123;-8912;-8951;-8242;-6839;-4867;-2480;106;2693;5045;6980;8328;8975;8877;8023;6510;4437;2004;-606;-3158;-5451;-7281;-8509;-9013;-8772;-7786;-6152;-4004;-1513;1095;3619;5838;7564;8660
9029;8635;7528;5779;3553;1026;-1590;-4065;-6209;-7822;-8788;-9011;-8481;-7241;-5392;-3090;-531;2074;4503;6557;8060;8886;8971;8297;6934;4987;2619;37;-2554;-4926;-6888;-8269;-8962;-8899;-8092;-6604;-4566;-2141;459;3024;5336;7195;8459;9005;8805;7857;6261;4127;1660;-955
-3488;-5724;-7488;-8617;-9026;-8681;-7602;-5891;-3685;-1166;1444;3940;6099;7754;8749;9023;8526;7328;5504;3227;674;-1932;-4380;-6454;-7997;-8858;-8987;-8352;-7027;-5102;-2762;-176;2412;4806;6794;8211;8944;8920;8156;6701;4690;2282;-318;-2886;-5220;-7108;-8406;-8997;-8832;-7930
-6361;-4256;-1802;814;3352;5614;7406;8570;9027;8716;7681;5999;3815;1309;-1301;-3811;-5992;-7679;-8713;-9027;-8573;-7410;-5619;-3359;-818;1792;4252;6355;7926;8833;8995;8411;7111;5225;2894;324;-2276;-4681;-6701;-8148;-8923;-8942;-8215;-6798;-4811;-2421;172;2753;5098;7021
8351;8983;8864;7996;6462;4385;1938;-666;-3220;-5500;-7322;-8526;-9020;-8753;-7755;-6107;-3943;-1455;1163;3676;5887;7599;8677;9027;8620;7490;5730;3495;959;-1649;-4125;-6254;-7853;-8804;-9005;-8461;-7201;-5341;-3029;-468;2136;4560;6600;8089;8897;8963;8271;6895;4930;2561
-30;-2615;-4977;-6932;-8293;-8970;-8889;-8059;-6567;-4503;-2086;529;3081;5387;7235;8481;9009;8791;7825;6214;4071;1597;-1021;-3543;-5777;-7520;-8639;-9025;-8665;-7564;-5847;-3621;-1107;1509;3998;6146;7787;8765;9017;8509;7287;5458;3162;614;-1998;-4433;-6501;-8026;-8870;-8978
-8332;-6981;-5057;-2692;-119;2479;4858;6835;8240;8948;8915;8125;6660;4635;2217;-378;-2950;-5270;-7147;-8431;-9000;-8820;-7899;-6314;-4202;-1736;876;3411;5666;7439;8594;9027;8698;7650;5947;3759;1246;-1366;-3867;-6040;-7712;-8732;-9022;-8556;-7370;-5571;-3299;-756;1858;4305
6404;7954;8847;8990;8386;7072;5174;2831;262;-2339;-4737;-6741;-8178;-8932;-8932;-8191;-6753;-4758;-2358;236;2812;5152;7062;8375;8991;8848;7967;6417;4329;1876;-730;-3281;-5551;-7358;-8548;-9021;-8739;-7722;-6058;-3888;-1386;1221;3738;5932;7636;8693;9028;8597;7457;5678
3437;896;-1713;-4181;-6300;-7886;-8816;-9002;-8438;-7162;-5289;-2970;-404;2200;4611;6648;8113;8912;8950;8251;6847;4882;2495;-91;-2677;-5032;-6970;-8321;-8975;-8878;-8032;-6518;-4454;-2018;588;3145;5437;7274;8501;9016;8772;7796;6163;4018;1530;-1080;-3606;-5825;-7555;-8656
-9027;-8643;-7534;-5793;-3566;-1041;1572;4054;6194;7815;8786;9009;8491;7246;5406;3105;547;-2057;-4491;-6546;-8051;-8886;-8970;-8305;-6943;-4999;-2636;-52;2538;4913;6877;8265;8958;8903;8096;6619;4576;2160;-446;-3007;-5324;-7185;-8455;-9004;-8806;-7868;-6266;-4149;-1669;935
3475;5712;7479;8611;9029;8680;7615;5901;3699;1184;-1431;-3925;-6088;-7745;-8747;-9020;-8536;-7332;-5522;-3237;-692;1917;4367;6442;7991;8853;8989;8359;7034;5120;2770;197;-2400;-4792;-6781;-8209;-8936;-8928;-8159;-6714;-4702;-2296;299;2874;5204;7100;8401;8994;8837;7937
6371;4273;1815;-797;-3337;-5604;-7394;-8567;-9027;-8718;-7692;-6008;-3831;-1325;1287;3795;5982;7668;8712;9025;8580;7418;5633;3373;834;-1775;-4241;-6341;-7921;-8828;-8997;-8415;-7124;-5234;-2914;-333;2254;4675;6682;8149;8914;8950;8217;6812;4821;2439;-159;-2735;-5088;-7008
-8348;-8980;-8866;-8004;-6473;-4398;-1954;649;3208;5484;7316;8519;9020;8758;7762;6118;3959;1468;-1144;-3663;-5875;-7590;-8674;-9027;-8623;-7500;-5742;-3510;-974;1632;4113;6240;7848;8798;9009;8464;7213;5351;3047;483;-2121;-4545;-6591;-8079;-8898;-8960;-8283;-6901;-4944;-2578
17;2595;4969;6919;8288;8969;8888;8072;6573;4521;2099;-513;-3065;-5377;-7224;-8474;-9011;-8791;-7836;-6223;-4086;-1612;1003;3531;5763;7514;8630;9028;8666;7578;5854;3639;1120;-1493;-3982;-6135;-7777;-8763;-9018;-8513;-7297;-5468;-3180;-629;1982;4420;6490;8018;8867;8981
8336;6993;5068;2709;134;-2462;-4847;-6822;-8237;-8944;-8917;-8133;-6668;-4652;-2230;361;2936;5256;7139;8425;8998;8825;7904;6328;4215;1752;-860;-3398;-5651;-7434;-8586;-9027;-8705;-7654;-5965;-3769;-1263;1350;3855;6027;7704;8727;9023;8561;7381;5581;3315;770;-1839;-4294
-6390;-7949;-8841;-8994;-8389;-7085;-5184;-2848;-276;2321;4726;6728;8173;8928;8937;8194;6766;4772;2371;-217;-2800;-5139;-7048;-8374;-8984;-8856;-7973;-6428;-4344;-1891;714;3267;5536;7351;8541;9024;8739;7734;6066;3905;1403;-1208;-3722;-5921;-7627;-8689;-9027;-8606;-7462;-5694
-3449;-912;1696;4168;6288;7879;8812;9004;8442;7173;5301;2986;417;-2180;-4604;-6629;-8113;-8905;-8954;-8256;-6860;-4891;-2515;79;2659;5019;6961;8314;8974;8880;8040;6529;4467;2034;-573;-3129;-5424;-7266;-8495;-9014;-8777;-7804;-6176;-4031;-1546;1064;3592;5811;7548;8652
9025;8650;7541;5806;3580;1057;-1557;-4039;-6183;-7809;-8778;-9015;-8491;-7259;-5418;-3119;-564;2043;4476;6535;8046;8880;8974;8310;6954;5014;2648;70;-2525;-4898;-6869;-8255;-8960;-8901;-8107;-6627;-4591;-2175;430;2994;5307;7181;8443;9008;8807;7876;6279;4159;1690;-924
-3455;-5704;-7467;-8609;-9025;-8689;-7619;-5916;-3713;-1198;1412;3913;6074;7738;8744;9019;8542;7342;5532;3256;705;-1900;-4352;-6434;-7980;-8853;-8988;-8366;-7045;-5131;-2788;-212;2385;4777;6773;8201;8934;8931;8165;6725;4716;2311;-282;-2861;-5190;-7091;-8394;-8994;-8839;-7946
-6381;-4288;-1829;780;3324;5589;7385;8565;9023;8726;7697;6023;3842;1343;-1272;-3780;-5969;-7661;-8708;-9023;-8588;-7425;-5643;-3392;-847;1759;4224;6335;7908;8828;8997;8422;7131;5252;2923;356;-2245;-4656;-6676;-8138;-8916;-8948;-8227;-6820;-4837;-2453;142;2721;5074;6999
8340;8980;8869;8011;6484;4411;1972;-637;-3188;-5477;-7303;-8516;-9018;-8760;-7774;-6126;-3976;-1482;1129;3648;5862;7583;8668;9027;8631;7503;5761;3518;995;-1620;-4097;-6228;-7842;-8793;-9010;-8470;-7221;-5366;-3060;-500;2106;4531;6579;8074;8892;8966;8286;6912;4960;2587
7;-2587;-4951;-6910;-8282;-8966;-8893;-8077;-6584;-4537;-2111;491;3057;5358;7219;8468;9008;8797;7842;6235;4102;1625;-984;-3519;-5749;-7506;-8626;-9027;-8671;-7586;-5866;-3655;-1135;1478;3966;6127;7766;8761;9017;8521;7304;5483;3194;643;-1964;-4408;-6479;-8008;-8868;-8979
-8344;-7003;-5079;-2727;-147;2446;4832;6814;8227;8944;8919;8139;6682;4660;2252;-351;-2917;-5244;-7130;-8417;-8998;-8829;-7910;-6341;-4228;-1767;842;3384;5640;7422;8585;9024;8708;7666;5971;3789;1276;-1336;-3835;-6021;-7692;-8724;-9025;-8564;-7391;-5594;-3329;-787;1825;4279
6380;7940;8840;8993;8398;7092;5198;2864;291;-2307;-4709;-6722;-8162;-8929;-8935;-8206;-6772;-4789;-2385;202;2784;5125;7040;8364;8988;8852;7986;6435;4361;1904;-697;-3251;-5525;-7341;-8537;-9021;-8745;-7739;-6081;-3918;-1419;1192;3707;5910;7616;8689;9023;8613;7468;5709
3463;928;-1681;-4155;-6275;-7871;-8811;-9002;-8450;-7181;-5314;-3001;-434;2166;4587;6624;8102;8903;8957;8261;6871;4906;2527;-61;-2643;-5009;-6948;-8310;-8972;-8880;-8051;-6539;-4481;-2050;558;3115;5410;7257;8489;9014;8780;7813;6185;4048;1560;-1050;-3573;-5803;-7538;-8645
-9029;-8650;-7554;-5816;-3596;-1072;1541;4025;6170;7801;8776;9014;8499;7267;5430;3136;579;-2028;-4461;-6526;-8036;-8880;-8973;-8319;-6962;-5027;-2665;-83;2506;4888;6855;8252;8956;8905;8115;6635;4608;2188;-412;-2980;-5296;-7170;-8438;-9006;-8811;-7884;-6292;-4172;-1704;906
3444;5688;7460;8604;9024;8695;7626;5930;3724;1218;-1402;-3893;-6069;-7722;-8746;-9016;-8548;-7353;-5542;-3272;-721;1886;4337;6423;7973;8849;8992;8368;7059;5140;2807;224;-2367;-4765;-6763;-8192;-8935;-8929;-8175;-6733;-4731;-2327;269;2842;5180;7078;8389;8993;8842;7953
6393;4299;1848;-766;-3308;-5576;-7380;-8555;-9025;-8728;-7706;-6034;-3859;-1355;1254;3767;5958;7650;8706;9023;8593;7433;5658;3403;867;-1746;-4210;-6323;-7901;-8824;-8998;-8428;-7141;-5263;-2940;-369;2227;4644;6664;8133;8911;8951;8234;6829;4852;2466;-125;-2704;-5063;-6988
-8334;-8980;-8869;-8021;-6493;-4427;-1986;620;3175;5463;7293;8512;9016;8765;7780;6140;3989;1498;-1112;-3637;-5846;-7576;-8665;-9023;-8640;-7511;-5771;-3536;-1009;1604;4082;6219;7831;8791;9010;8478;7228;5379;3075;514;-2087;-4521;-6566;-8069;-8888;-8969;-8290;-6926;-4969;-2606
-19;2569;4938;6901;8275;8964;8897;8081;6598;4547;2128;-477;-3039;-5348;-7207;-8464;-9007;-8800;-7850;-6246;-4116;-1641;970;3502;5739;7495;8623;9026;8675;7595;5877;3670;1151;-1463;-3951;-6115;-7758;-8759;-9014;-8529;-7311;-5498;-3206;-661;1950;4393;6468;8002;8863;8983
8348;7016;5089;2745;160;-2428;-4820;-6804;-8220;-8942;-8924;-8141;-6699;-4666;-2277;346;2890;5245;7106;8426;8980;8856;7871;6647;6948;7031;6371;5186;3442;1387;-901;-3130;-5189;-6812;-7917;-8336;-8072;-7090;-5496;-3396;-973;1574;4032;6180;7851;8874;9175;8712;7515;5685
3362;740;-1962;-4525;-6726;-8392;-9365;-9579;-8994;-7673;-5706;-3270;-551;2214;4805;7000;8617;9523;9635;8956;7518;5473;2954;210;-2561;-5103;-7213;-8712;-9464;-9417;-8566;-6988;-4817;-2241;519;3226;5638;7557;8800;9273;8921;7785;5959;3606;941;-1809;-4378;-6553;-8122;-8943
-8945;-8113;-6531;-4338;-1731;1031;3704;6023;7777;8801;8996;8345;6913;4823;2288;-469;-3178;-5586;-7479;-8651;-9031;-8541;-7265;-5294;-2830;-101;2643;5130;7143;8479;9019;8712;7584;5744;3364;665;-2091;-4657;-6780;-8268;-8977;-8844;-7875;-6173;-3881;-1232;1538;4160;6393;8022
8902;8938;8139;6572;4388;1788;-971;-3654;-5976;-7750;-8787;-8999;-8370;-6946;-4876;-2341;407;3126;5541;7442;8640;9026;8565;7296;5342;2885;159;-2587;-5081;-7109;-8456;-9019;-8725;-7616;-5790;-3415;-727;2038;4605;6741;8246;8970;8854;7908;6208;3941;1284;-1476;-4111;-6350
-7999;-8888;-8948;-8164;-6611;-4439;-1847;916;3596;5936;7717;8775;9004;8390;6986;4921;2402;-354;-3066;-5497;-7409;-8623;-9026;-8583;-7331;-5388;-2943;-214;2526;5039;7067;8440;9013;8741;7648;5832;3473;782;-1979;-4556;-6703;-8219;-8965;-8865;-7934;-6254;-3989;-1345;1421;4057
6309;7970;8880;8956;8187;6652;4488;1906;-859;-3543;-5891;-7687;-8761;-9007;-8414;-7018;-4976;-2453;292;3013;5450;7377;8602;9033;8594;7369;5433;2998;274;-2472;-4990;-7030;-8419;-9009;-8756;-7678;-5878;-3525;-842;1923;4503;6666;8194;8959;8875;7962;6296;4041;1404;-1364
-4004;-6267;-7943;-8869;-8962;-8212;-6692;-4538;-1964;802;3489;5845;7660;8742;9017;8428;7061;5018;2513;-234;-2958;-5404;-7340;-8589;-9026;-8619;-7396;-5484;-3050;-334;2417;4939;6996;8396;9008;8768;7710;5921;3579;899;-1864;-4455;-6623;-8172;-8950;-8887;-7987;-6340;-4091;-1464
1309;3950;6228;7912;8860;8967;8238;6730;4589;2020;-744;-3435;-5800;-7628;-8729;-9017;-8453;-7093;-5070;-2568;177;2901;5358;7306;8570;9027;8635;7431;5528;3107;390;-2359;-4890;-6960;-8374;-9002;-8784;-7737;-5969;-3629;-960;1811;4400;6586;8146;8942;8897;8015;6380;4145
1518;-1248;-3900;-6183;-7885;-8847;-8976;-8260;-6769;-4640;-2075;684;3379;5760;7591;8719;9016;8476;7127;5121;2620;-116;-2847;-5312;-7270;-8553;-9025;-8651;-7467;-5570;-3166;-445;2301;4841;6923;8351;8998;8798;7766;6012;3684;1015;-1749;-4355;-6541;-8124;-8931;-8909;-8042;-6419
-4200;-1572;1184;3853;6134;7864;8828;8987;8280;6809;4689;2133;-628;-3323;-5716;-7560;-8701;-9022;-8491;-7168;-5164;-2680;60;2791;5264;7236;8535;9022;8671;7495;5620;3217;506;-2245;-4793;-6883;-8331;-8993;-8809;-7799;-6052;-3740;-1073;1694;4299;6507;8092;8928;8914;8069
6462;4247;1635;-1134;-3793;-6098;-7829;-8820;-8990;-8304;-6849;-4736;-2192;572;3268;5670;7529;8686;9023;8512;7202;5212;2736;-2;-2735;-5217;-7200;-8515;-9022;-8685;-7529;-5666;-3270;-565;2189;4743;6846;8307;8989;8820;7829;6095;3793;1131;-1635;-4252;-6460;-8074;-8912;-8927
-8093;-6504;-4298;-1693;1077;3739;6055;7800;8809;8994;8328;6884;4789;2246;-510;-3217;-5623;-7496;-8671;-9021;-8537;-7231;-5266;-2785;-61;2683;5165;7169;8492;9022;8700;7561;5712;3324;624;-2133;-4692;-6810;-8282;-8983;-8834;-7856;-6140;-3844;-1189;1580;4196;6424;8041;8909
8932;8122;6540;4354;1745;-1013;-3692;-6007;-7772;-8796;-8996;-8355;-6917;-4842;-2299;449;3165;5573;7468;8651;9026;8552;7269;5311;2844;116;-2624;-5121;-7131;-8472;-9022;-8711;-7598;-5752;-3381;-681;2077;4640;6773;8257;8980;8843;7888;6179;3899;1246;-1522;-4143;-6384;-8014
-8899;-8940;-8147;-6580;-4405;-1803;958;3634;5968;7739;8783;9005;8371;6960;4887;2358;-393;-3106;-5533;-7429;-8639;-9024;-8571;-7305;-5355;-2901;-175;2571;5069;7096;8455;9013;8733;7623;5801;3433;741;-2022;-4591;-6731;-8237;-8969;-8858;-7914;-6222;-3953;-1302;1462;4095;6341
7987;8889;8949;8171;6622;4453;1863;-900;-3580;-5926;-7706;-8773;-9004;-8397;-6995;-4936;-2416;337;3051;5485;7399;8617;9029;8586;7340;5402;2956;234;-2515;-5020;-7062;-8431;-9013;-8746;-7654;-5848;-3485;-799;1963;4543;6688;8217;8959;8873;7937;6269;4001;1363;-1405;-4043
-6297;-7963;-8876;-8957;-8196;-6661;-4503;-1921;845;3525;5880;7679;8756;9010;8417;7031;4986;2472;-279;-2995;-5440;-7363;-8604;-9025;-8607;-7371;-5452;-3008;-294;2460;4972;7024;8410;9011;8758;7687;5890;3540;858;-1907;-4491;-6651;-8193;-8950;-8885;-7963;-6313;-4050;-1425;1353
