c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49
3986;6258;7934;8865;8966;8218;6702;4554;1977;-785;-3472;-5836;-7648;-8741;-9014;-8437;-7070;-5032;-2529;221;2941;5390;7333;8580;9031;8619;7410;5493;3067;351;-2404;-4922;-6989;-8388;-9006;-8773;-7716;-5936;-3591;-918;1852;4437;6615;8163;8949;8889;7997;6349;4106;1481
-1295;-3933;-6218;-7904;-8855;-8971;-8243;-6742;-4602;-2036;728;3419;5789;7618;8726;9016;8460;7103;5083;2583;-160;-2888;-5342;-7300;-8562;-9027;-8642;-7437;-5545;-3118;-410;2346;4875;6949;8370;8999;8788;7748;5975;3652;968;-1788;-4391;-6573;-8138;-8942;-8898;-8025;-6388;-4162
-1532;1230;3886;6172;7876;8845;8977;8265;6783;4649;2096;-672;-3364;-5745;-7586;-8710;-9022;-8476;-7143;-5128;-2641;104;2829;5300;7259;8549;9025;8656;7474;5587;3175;467;-2289;-4826;-6912;-8346;-8997;-8800;-7776;-6024;-3697;-1035;1738;4337;6533;8115;8929;8912;8047;6434
4211;1592;-1174;-3832;-6130;-7848;-8832;-8982;-8291;-6819;-4702;-2150;612;3310;5700;7553;8698;9020;8500;7175;5178;2697;-47;-2772;-5254;-7225;-8528;-9024;-8673;-7505;-5635;-3228;-526;2233;4776;6875;8323;8992;8812;7807;6066;3753;1090;-1678;-4287;-6491;-8090;-8921;-8919;-8076
-6472;-4264;-1649;1116;3780;6084;7822;8818;8989;8314;6854;4756;2203;-552;-3256;-5656;-7521;-8679;-9026;-8515;-7213;-5226;-2750;-16;2722;5200;7194;8507;9023;8689;7538;5679;3285;583;-2176;-4727;-6836;-8301;-8986;-8825;-7837;-6105;-3811;-1145;1619;4235;6453;8061;8914;8928
8100;6516;4311;1710;-1060;-3726;-6042;-7791;-8807;-8993;-8336;-6894;-4803;-2261;492;3204;5607;7491;8663;9026;8535;7249;5271;2809;70;-2662;-5157;-7154;-8491;-9019;-8704;-7572;-5722;-3340;-641;2118;4678;6797;8278;8981;8836;7867;6148;3863;1201;-1559;-4185;-6410;-8037;-8902
-8939;-8124;-6556;-4365;-1764;1000;3673;5999;7761;8794;8998;8359;6930;4853;2319;-438;-3144;-5567;-7453;-8650;-9024;-8559;-7277;-5326;-2856;-136;2612;5105;7121;8469;9018;8718;7606;5764;3397;697;-2060;-4628;-6760;-8254;-8974;-8850;-7891;-6197;-3909;-1266;1507;4132;6367;8012
8892;8946;8152;6593;4417;1822;-943;-3619;-5956;-7731;-8780;-9003;-8380;-6968;-4903;-2372;375;3094;5516;7424;8630;9028;8572;7319;5366;2918;190;-2555;-5056;-7086;-8447;-9016;-8735;-7633;-5813;-3447;-758;2005;4576;6722;8230;8968;8861;7920;6238;3962;1325;-1453;-4074;-6334
-7977;-8887;-8951;-8177;-6635;-4465;-1881;887;3562;5915;7697;8769;9007;8400;7008;4948;2432;-319;-3038;-5471;-7389;-8615;-9026;-8593;-7349;-5416;-2970;-251;2500;5008;7047;8430;9010;8750;7664;5858;3501;817;-1950;-4526;-6681;-8207;-8960;-8872;-7949;-6278;-4017;-1379;1389;4029
6285;7956;8872;8960;8202;6673;4519;1934;-826;-3512;-5867;-7670;-8753;-9011;-8422;-7043;-4998;-2489;263;2980;5427;7355;8596;9027;8610;7383;5462;3027;306;-2441;-4960;-7013;-8404;-9011;-8760;-7698;-5900;-3556;-874;1891;4477;6641;8183;8953;8882;7977;6319;4069;1438;-1334
-3973;-6247;-7924;-8866;-8962;-8231;-6709;-4570;-1992;768;3459;5821;7642;8734;9017;8441;7081;5046;2543;-202;-2928;-5377;-7321;-8580;-9025;-8629;-7415;-5508;-3082;-366;2385;4913;6974;8384;9006;8773;7731;5941;3612;931;-1834;-4425;-6603;-8157;-8944;-8894;-8002;-6364;-4118;-1497
1277;3921;6203;7898;8852;8972;8251;6749;4621;2048;-710;-3403;-5781;-7604;-8727;-9014;-8466;-7114;-5095;-2599;143;2873;5329;7289;8559;9025;8647;7447;5557;3134;425;-2329;-4862;-6938;-8364;-8998;-8791;-7756;-5989;-3663;-989;1776;4374;6563;8132;8937;8904;8028;6405;4170
1554;-1219;-3867;-6162;-7869;-8841;-8979;-8272;-6791;-4668;-2106;652;3349;5734;7575;8709;9019;8484;7150;5146;2652;-83;-2819;-5281;-7255;-8539;-9026;-8662;-7480;-5603;-3188;-485;2274;4812;6903;8339;8995;8805;7783;6036;3714;1048;-1719;-4323;-6524;-8104;-8931;-8911;-8056;-6446
-4223;-1610;1159;3817;6119;7837;8833;8979;8302;6825;4720;2162;-593;-3296;-5687;-7544;-8692;-9023;-8504;-7185;-5193;-2709;25;2763;5235;7219;8521;9024;8678;7514;5647;3244;542;-2217;-4761;-6867;-8314;-8993;-8814;-7816;-6077;-3768;-1106;1662;4272;6482;8080;8922;8918;8087
6480;4279;1667;-1104;-3760;-6076;-7812;-8814;-8993;-8318;-6867;-4767;-2220;536;3241;5641;7514;8675;9025;8523;7221;5239;2768;29;-2704;-5188;-7184;-8501;-9023;-8693;-7547;-5691;-3300;-599;2159;4715;6824;8296;8983;8830;7843;6120;3823;1162;-1603;-4221;-6441;-8054;-8912;-8929
-8109;-6526;-4326;-1725;1044;3710;6031;7782;8804;8994;8343;6903;4819;2275;-476;-3187;-5597;-7479;-8661;-9024;-8544;-7253;-5290;-2820;-90;2649;5142;7146;8483;9019;8710;7576;5741;3349;663;-2109;-4658;-6791;-8269;-8980;-8841;-7871;-6164;-3873;-1222;1547;4169;6399;8029;8901
8939;8134;6565;4379;1780;-983;-3660;-5986;-7752;-8791;-8999;-8365;-6942;-4864;-2336;422;3129;5552;7448;8641;9029;8558;7293;5333;2877;148;-2594;-5092;-7111;-8463;-9018;-8722;-7612;-5780;-3411;-713;2043;4617;6745;8251;8970;8854;7900;6205;3929;1277;-1487;-4119;-6357;-8002
-8891;-8946;-8160;-6605;-4430;-1839;930;3601;5945;7722;8776;9005;8386;6978;4916;2390;-362;-3077;-5503;-7416;-8622;-9032;-8576;-7327;-5381;-2930;-209;2539;5044;7075;8444;9011;8741;7640;5828;3461;775;-1991;-4561;-6712;-8222;-8967;-8863;-7929;-6249;-3978;-1338;1433;4063;6319
7972;8883;8953;8185;6644;4482;1893;-865;-3556;-5893;-7698;-8759;-9009;-8409;-7012;-4968;-2444;301;3024;5457;7381;8607;9029;8596;7360;5426;2990;263;-2480;-4998;-7037;-8422;-9009;-8756;-7671;-5872;-3514;-833;1932;4512;6670;8201;8959;8873;7957;6290;4031;1396;-1376;-4011
-6277;-7943;-8874;-8960;-8208;-6685;-4530;-1953;810;3498;5854;7662;8748;9011;8431;7050;5015;2501;-244;-2967;-5412;-7346;-8591;-9027;-8616;-7392;-5475;-3042;-322;2424;4947;7002;8400;9008;8767;7702;5917;3568;892;-1877;-4461;-6631;-8176;-8949;-8888;-7982;-6332;-4083;-1453;1316
3960;6233;7919;8861;8966;8234;6722;4583;2009;-753;-3444;-5809;-7631;-8734;-9014;-8451;-7088;-5060;-2561;189;2909;5367;7311;8574;9026;8633;7427;5518;3099;381;-2370;-4895;-6968;-8376;-9005;-8779;-7735;-5958;-3624;-947;1816;4414;6588;8153;8942;8896;8010;6375;4133;1514
-1265;-3901;-6197;-7882;-8858;-8964;-8267;-6753;-4640;-2058;687;3397;5757;7608;8710;9026;8462;7131;5101;2719;2222;2288;1884;1364;534;-351;-1371;-2279;-3096;-3632;-3890;-3757;-3280;-2425;-1306;30;1432;2792;3959;4826;5282;5269;4769;3793;2430;770;-1019;-2807;-4383;-5641
-6399;-6614;-6205;-5227;-3711;-1824;313;2463;4465;6093;7206;7668;7432;6486;4917;2845;463;-2007;-4344;-6305;-7706;-8399;-8295;-7406;-5783;-3591;-1021;1680;4245;6427;8000;8809;8754;7843;6144;3828;1121;-1719;-4395;-6640;-8226;-8977;-8821;-7760;-5899;-3427;-595;2308;4971;7122
8524;9025;8582;7223;5112;2457;-458;-3319;-5838;-7734;-8818;-8974;-8177;-6528;-4179;-1397;1532;4307;6617;8239;8987;8787;7662;5730;3192;317;-2588;-5227;-7305;-8625;-9019;-8483;-7029;-4856;-2154;766;3607;6072;7889;8881;8932;8043;6307;3902;1091;-1841;-4573;-6829;-8357;-9013
-8710;-7495;-5486;-2899;-6;2886;5474;7486;8709;9010;8368;6832;4590;1850;-1073;-3892;-6296;-8037;-8931;-8882;-7897;-6081;-3619;-783;2145;4838;7027;8473;9022;8628;7313;5239;2600;-302;-3180;-5717;-7657;-8784;-8988;-8244;-6627;-4319;-1545;1382;4169;6516;8173;8971;8822;7742
5846;3335;469;-2443;-5098;-7219;-8573;-9028;-8528;-7130;-4980;-2303;614;3467;5957;7814;8853;8951;8113;6414;4040;1242;-1692;-4439;-6729;-8298;-9004;-8746;-7582;-5602;-3048;-156;2739;5353;7401;8664;9021;8421;6933;4721;1998;-921;-3754;-6186;-7966;-8907;-8909;-7969;-6194;-3759
-933;1994;4710;6929;8418;9021;8666;7406;5358;2749;-148;-3040;-5595;-7578;-8746;-9000;-8307;-6728;-4453;-1696;1232;4033;6408;8108;8952;8852;7821;5961;3477;621;-2295;-4973;-7123;-8527;-9025;-8580;-7220;-5107;-2452;463;3326;5839;7740;8817;8974;8176;6522;4175;1393;-1540
-4308;-6623;-8240;-8986;-8789;-7657;-5728;-3185;-313;2595;5230;7309;8624;9023;8478;7028;4849;2149;-771;-3612;-6076;-7891;-8883;-8930;-8042;-6301;-3899;-1084;1844;4580;6830;8363;9010;8711;7490;5482;2894;1;-2890;-5481;-7488;-8709;-9012;-8362;-6833;-4582;-1847;1079;3897;6299
8041;8931;8880;7897;6073;3618;774;-2147;-4844;-7030;-8475;-9023;-8625;-7312;-5231;-2598;309;3185;5721;7660;8784;8989;8240;6626;4311;1543;-1389;-4173;-6519;-8177;-8969;-8822;-7740;-5840;-3332;-462;2446;5105;7219;8579;9024;8528;7125;4976;2297;-616;-3477;-5958;-7817;-8855
-8949;-8113;-6408;-4037;-1235;1694;4447;6730;8303;9000;8750;7574;5602;3039;153;-2744;-5360;-7401;-8668;-9020;-8417;-6934;-4711;-1998;930;3757;6189;7969;8909;8906;7968;6189;3754;928;-1999;-4715;-6933;-8420;-9019;-8668;-7400;-5357;-2742;156;3041;5603;7578;8747;9004;8299
6731;4443;1694;-1238;-4037;-6413;-8110;-8952;-8853;-7815;-5960;-3469;-618;2301;4977;7128;8527;9028;8573;7222;5100;2445;-464;-3336;-5839;-7745;-8817;-8974;-8174;-6517;-4173;-1384;1542;4315;6626;8242;8989;8783;7659;5719;3184;304;-2596;-5238;-7311;-8626;-9024;-8472;-7029;-4843
-2145;777;3618;6078;7896;8881;8933;8036;6300;3894;1077;-1848;-4586;-6832;-8366;-9010;-8711;-7485;-5478;-2890;5;2895;5484;7493;8709;9014;8357;6833;4574;1844;-1085;-3903;-6301;-8045;-8930;-8881;-7892;-6072;-3611;-770;2154;4848;7034;8476;9024;8621;7311;5226;2594;-315
-3189;-5727;-7659;-8790;-8985;-8240;-6621;-4306;-1539;1395;4179;6520;8182;8969;8820;7739;5834;3328;457;-2452;-5109;-7223;-8579;-9025;-8526;-7123;-4971;-2293;625;3477;5965;7819;8856;8949;8110;6404;4032;1232;-1704;-4447;-6737;-8304;-9000;-8750;-7570;-5597;-3036;-145;2747;5364
7405;8669;9020;8416;6929;4708;1991;-934;-3763;-6193;-7970;-8910;-8906;-7966;-6183;-3751;-921;2004;4720;6936;8422;9020;8665;7399;5350;2741;-165;-3041;-5614;-7573;-8755;-8997;-8303;-6721;-4443;-1686;1242;4044;6415;8114;8950;8855;7811;5957;3463;614;-2309;-4979;-7133;-8527
-9027;-8575;-7215;-5099;-2439;470;3340;5844;7748;8817;8974;8172;6513;4168;1379;-1548;-4320;-6630;-8243;-8990;-8782;-7657;-5714;-3179;-300;2603;5240;7314;8629;9022;8473;7023;4840;2139;-782;-3622;-6083;-7897;-8885;-8928;-8038;-6293;-3889;-1074;1857;4586;6841;8362;9016;8704
7487;5472;2884;-9;-2901;-5487;-7496;-8711;-9013;-8356;-6828;-4571;-1839;1093;3903;6311;8041;8935;8877;7892;6066;3608;761;-2154;-4857;-7032;-8481;-9024;-8619;-7308;-5221;-2589;321;3192;5733;7662;8790;8986;8236;6619;4302;1530;-1396;-4187;-6523;-8183;-8971;-8820;-7732;-5836
-3318;-455;2459;5111;7229;8577;9030;8520;7121;4967;2287;-629;-3484;-5966;-7826;-8850;-8957;-8099;-6407;-4025;-1223;1703;4460;6733;8311;8998;8749;7567;5596;3027;144;-2757;-5364;-7410;-8670;-9020;-8413;-6927;-4702;-1989;943;3765;6199;7973;8908;8909;7960;6181;3746;915
-2009;-4723;-6942;-8421;-9021;-8664;-7395;-5347;-2734;168;3050;5613;7581;8753;8999;8298;6722;4434;1683;-1248;-4048;-6418;-8118;-8951;-8853;-7809;-5952;-3459;-609;2314;4983;7138;8527;9031;8568;7216;5091;2437;-477;-3343;-5851;-7748;-8821;-8972;-8169;-6511;-4161;-1378;1560;4318
6639;8242;8992;8779;7655;5710;3173;297;-2613;-5238;-7325;-8624;-9025;-8471;-7018;-4837;-2132;786;3629;6084;7904;8880;8934;8029;6294;3882;1069;-1860;-4594;-6841;-8366;-9015;-8702;-7486;-5465;-2882;18;2903;5496;7493;8718;9008;8358;6821;4569;1831;-1096;-3911;-6311;-8048
-8932;-8880;-7886;-6064;-3602;-758;2163;4858;7040;8479;9025;8619;7302;5220;2581;-323;-3201;-5734;-7668;-8787;-8989;-8231;-6617;-4296;-1527;1404;4189;6529;8183;8973;8817;7731;5831;3312;451;-2465;-5116;-7231;-8581;-9027;-8521;-7116;-4961;-2284;635;3488;5971;7827;8856;8948
8106;6394;4028;1213;-1706;-4464;-6739;-8309;-9002;-8745;-7567;-5588;-3025;-137;2761;5370;7412;8672;9018;8413;6922;4698;1982;-946;-3772;-6202;-7976;-8911;-8904;-7961;-6175;-3742;-910;2014;4728;6945;8424;9022;8659;7395;5341;2730;-173;-3057;-5615;-7585;-8754;-8998;-8298;-6715
-4433;-1675;1252;4052;6426;8113;8959;8846;7810;5946;3455;602;-2317;-4990;-7139;-8530;-9030;-8567;-7213;-5085;-2434;485;3345;5858;7748;8825;8967;8171;6504;4160;1368;-1559;-4328;-6638;-8248;-8989;-8783;-7647;-5710;-3166;-290;2614;5247;7324;8628;9026;8465;7020;4828;2130
-793;-3633;-6089;-7905;-8882;-8931;-8030;-6286;-3882;-1059;1862;4602;6841;8371;9013;8702;7482;5462;2875;-21;-2912;-5495;-7503;-8712;-9014;-8350;-6822;-4562;-1827;1101;3916;6315;8048;8937;8874;7888;6056;3600;751;-2167;-4864;-7042;-8481;-9026;-8617;-7299;-5217;-2573;327;3206
5739;7669;8792;8984;8234;6609;4295;1519;-1407;-4196;-6531;-8187;-8972;-8818;-7726;-5828;-3307;-445;2470;5121;7233;8584;9026;8519;7115;4954;2281;-643;-3492;-5975;-7830;-8855;-8951;-8098;-6398;-4014;-1217;1718;4465;6745;8310;9003;8743;7564;5584;3020;132;-2767;-5373;-7417
-8672;-9019;-8411;-6920;-4691;-1980;955;3772;6209;7976;8913;8904;7957;6174;3733;909;-2023;-4731;-6948;-8427;-9021;-8660;-7390;-5337;-2725;180;3060;5621;7587;8755;9000;8293;6714;4426;1672;-1258;-4058;-6427;-8119;-8957;-8846;-7808;-5940;-3453;-593;2319;4997;7139;8536;9025
8572;7203;5086;2424;-487;-3352;-5859;-7754;-8823;-8972;-8162;-6506;-4150;-1367;1566;4333;6641;8252;8987;8783;7644;5706;3160;288;-2623;-5249;-7329;-8629;-9025;-8464;-7016;-4823;-2127;800;3638;6092;7909;8883;8929;8030;6281;3877;1055;-1869;-4604;-6847;-8372;-9013;-8703;-7475
-5461;-2869;26;2915;5503;7502;8718;9008;8355;6812;4561;1820;-1106;-3920;-6319;-8053;-8933;-8878;-7881;-6055;-3594;-744;2169;4871;7044;8484;9025;8615;7297;5211;2570;-334;-3211;-5741;-7675;-8789;-8988;-8227;-6609;-4288;-1515;1413;4200;6536;8187;8976;8812;7728;5821;3304
438;-2472;-5130;-7232;-8589;-9023;-8520;-7109;-4952;-2275;650;3494;5982;7831;8857;8949;8098;6391;4012;1210;-1724;-4468;-6749;-8313;-9002;-8744;-7560;-5581;-3013;-127;2770;5380;7416;8677;9018;8409;6915;4689;1972;-956;-3783;-6207;-7985;-8909;-8904;-7956;-6166;-3733;-899;2026
4735;6953;8429;9019;8662;7384;5335;2718;-184;-3065;-5625;-7590;-8757;-8997;-8293;-6709;-4422;-1667;1265;4062;6430;8123;8957;8844;7807;5935;3447;591;-2329;-4996;-7147;-8533;-9030;-8565;-7204;-5079;-2419;491;3360;5861;7756;8826;8968;8164;6499;4148;1358;-1569;-4339;-6644
-8252;-8992;-8779;-7641;-5702;-3155;-281;2625;5256;7330;8631;9026;8461;7014;4817;2121;-803;-3644;-6097;-7908;-8889;-8924;-8028;-6278;-3870;-1052;1876;4607;6852;8373;9015;8698;7476;5454;2865;-31;-2920;-5508;-7503;-8722;-9006;-8352;-6812;-4553;-1818;1114;3926;6321;8055;8935
8876;7880;6050;3589;740;-2176;-4873;-7050;-8483;-9028;-8611;-7296;-5203;-2569;342;3213;5749;7675;8793;8983;8230;6601;4286;1508;-1418;-4206;-6537;-8194;-8971;-8815;-7723;-5819;-3297;-436;2483;5127;7242;8584;9029;8514;7108;4947;2268;-650;-3504;-5983;-7835;-8859;-8946;-8097
-6387;-4007;-1205;1729;4473;6752;8316;9002;8741;7558;5577;3007;124;-2780;-5379;-7424;-8675;-9019;-8406;-6912;-4684;-1967;962;3787;6212;7985;8912;8903;7952;6166;3725;896;-2032;-4741;-6954;-8431;-9021;-8657;-7385;-5327;-2715;190;3071;5628;7595;8756;9000;8287;6710;4414
1663;-1270;-4067;-6434;-8125;-8957;-8845;-7801;-5933;-3442;-584;2330;5006;7146;8539;9025;8567;7199;5076;2415;-500;-3360;-5869;-7757;-8828;-8967;-8162;-6493;-4147;-1350;1572;4345;6647;8255;8991;8777;7641;5695;3152;275;-2631;-5260;-7332;-8636;-9020;-8465;-7005;-4818;-2113;809
3648;6101;7911;8888;8926;8024;6275;3864;1047;-1881;-4611;-6856;-8375;-9014;-8699;-7471;-5451;-2858;34;2930;5504;7515;8716;9010;8348;6808;4550;1811;-1119;-3930;-6325;-8058;-8935;-8878;-7873;-6050;-3580;-740;2186;4875;7054;8487;9024;8613;7290;5202;2561;-345;-3221;-5750
-7680;-8792;-8987;-8221;-6605;-4274;-1509;1428;4206;6545;8191;8976;8813;7720;5814;3293;429;-2485;-5135;-7242;-8590;-9024;-8517;-7101;-4945;-2262;657;3507;5988;7838;8859;8947;8093;6384;4003;1198;-1731;-4483;-6750;-8322;-9000;-8742;-7554;-5571;-3005;-115;2780;5389;7423;8679
9017;8407;6905;4683;1958;-964;-3794;-6215;-7988;-8913;-8901;-7951;-6160;-3721;-890;2036;4747;6957;8433;9021;8657;7379;5326;2707;-194;-3074;-5637;-7592;-8763;-8994;-8290;-6701;-4414;-1655;1275;4070;6441;8124;8959;8844;7797;5932;3434;581;-2338;-5009;-7150;-8539;-9028;-8562
-7199;-5068;-2413;508;3364;5874;7759;8829;8967;8159;6491;4140;1347;-1579;-4349;-6651;-8256;-8994;-8773;-7641;-5689;-3148;-269;2636;5265;7333;8639;9019;8464;7002;4811;2110;-815;-3653;-6104;-7916;-8887;-8925;-8025;-6267;-3864;-1038;1885;4616;6859;8377;9014;8699;7466;5448
2852;-39;-2934;-5512;-7513;-8721;-9008;-8347;-6805;-4543;-1808;1126;3932;6332;8058;8938;8873;7874;6045;3576;732;-2189;-4882;-7054;-8491;-9023;-8612;-7288;-5195;-2558;353;3224;5755;7681;8797;8982;8224;6596;4273;1501;-1431;-4211;-6551;-8190;-8983;-8802;-7727;-5801;-3296;-418
2488;5140;7245;8592;9022;8518;7094;4944;2256;-665;-3506;-6002;-7825;-8881;-8915;-8122;-4425;996;5971;10372;13443;15039;14860;13055;9779;5482;630;-4181;-8428;-11611;-13405;-13623;-12266;-9551;-5784;-1475;2909;6809;9820;11574;11930;10852;8535;5263;1477;-2377;-5805;-8440;-9940;-10192
-9175;-7055;-4126;-766;2591;5529;7685;8811;8778;7626;5508;2729;-366;-3351;-5874;-7584;-8302;-7917;-6511;-4254;-1452;1537;4327;6566;7952;8336;7633;5963;3512;601;-2411;-5143;-7254;-8475;-8654;-7761;-5907;-3311;-299;2774;5520;7616;8796;8931;7990;6102;3486;461;-2622;-5391
-7528;-8769;-8977;-8123;-6306;-3748;-743;2348;5163;7365;8698;9004;8239;6509;4003;1024;-2073;-4926;-7201;-8614;-9023;-8351;-6702;-4254;-1306;1795;4690;7019;8536;9020;8462;6883;4506;1586;-1519;-4440;-6845;-8430;-9026;-8553;-7066;-4747;-1864;1236;4194;6654;8325;9018;8637;7242
4983;2143;-957;-3940;-6458;-8214;-8996;-8717;-7405;-5220;-2416;675;3682;6258;8090;8971;8785;7564;5450;2685;-388;-3425;-6048;-7963;-8931;-8849;-7712;-5675;-2955;107;3156;5840;7820;8891;8896;7860;5890;3222;178;-2892;-5617;-7679;-8834;-8940;-7997;-6100;-3487;-461;2622;5393
7524;8772;8974;8126;6305;3747;744;-2350;-5160;-7368;-8696;-9005;-8240;-6509;-4002;-1025;2072;4930;7194;8622;9017;8355;6699;4257;1305;-1796;-4687;-7024;-8529;-9026;-8460;-6883;-4508;-1583;1516;4443;6842;8433;9024;8553;7067;4746;1866;-1240;-4189;-6658;-8324;-9017;-8638;-7240
-4985;-2142;956;3939;6460;8213;8996;8718;7404;5219;2417;-675;-3681;-6260;-8089;-8971;-8784;-7566;-5448;-2688;391;3422;6050;7962;8932;8848;7714;5671;2959;-108;-3158;-5837;-7824;-8887;-8899;-7858;-5890;-3224;-174;2887;5620;7678;8833;8942;7994;6102;3487;460;-2621;-5393
-7525;-8771;-8976;-8122;-6309;-3744;-746;2352;5158;7370;8694;9006;8240;6507;4004;1023;-2070;-4931;-7195;-8620;-9018;-8354;-6701;-4254;-1308;1798;4685;7026;8527;9028;8457;6886;4504;1585;-1515;-4446;-6837;-8438;-9021;-8555;-7064;-4749;-1864;1238;4192;6655;8324;9019;8636;7243
4983;2143;-958;-3938;-6460;-8212;-8999;-8714;-7409;-5216;-2418;675;3682;6258;8091;8968;8788;7563;5450;2686;-389;-3423;-6050;-7961;-8932;-8848;-7713;-5674;-2955;106;3158;5838;7822;8888;8899;7857;5892;3220;182;-2897;-5611;-7685;-8828;-8945;-7993;-6102;-3487;-461;2624;5389
7528;8769;8977;8122;6308;3747;741;-2346;-5165;-7363;-8700;-9001;-8243;-6506;-4005;-1022;2070;4930;7196;8620;9017;8356;6699;4256;1306;-1796;-4688;-7022;-8530;-9027;-8457;-6887;-4502;-1587;1516;4445;6839;8435;9024;8553;7067;4746;1865;-1237;-4194;-6653;-8327;-9015;-8641;-7237
-4989;-2139;955;3941;6457;8215;8995;8718;7405;5219;2417;-675;-3682;-6256;-8095;-8966;-8788;-7564;-5447;-2690;392;3421;6050;7963;8932;8847;7715;5673;2954;-103;-3161;-5836;-7823;-8889;-8897;-7861;-5888;-3224;-177;2892;5615;7681;8830;8946;7991;6104;3485;462;-2622;-5392
-7527;-8768;-8979;-8121;-6308;-3748;-742;2348;5162;7366;8698;9002;8244;6503;4009;1018;-2066;-4933;-7193;-8623;-9015;-8357;-6697;-4259;-1303;1793;4689;7024;8527;9030;8453;6891;4501;1588;-1520;-4440;-6844;-8431;-9024;-8555;-7065;-4748;-1864;1238;4191;6656;8324;9018;8637;7241
4986;2141;-956;-3940;-6459;-8212;-8999;-8714;-7408;-5216;-2419;674;3686;6252;8098;8963;8790;7563;5448;2689;-393;-3420;-6051;-7961;-8932;-8848;-7714;-5673;-2956;106;3159;5836;7824;8889;8896;7861;5887;3225;176;-2890;-5618;-7680;-8830;-8945;-7993;-6102;-3486;-462;2622;5392
7526;8771;8975;8123;6308;3745;746;-2351;-5161;-7366;-8699;-9000;-8246;-6503;-4006;-1024;2074;4926;7198;8619;9019;8353;6702;4253;1309;-1799;-4684;-7027;-8527;-9028;-8458;-6885;-4506;-1584;1516;4442;6844;8430;9028;8551;7066;4749;1861;-1234;-4196;-6650;-8331;-9012;-8642;-7238
-4987;-2140;954;3941;6459;8212;8998;8715;7409;5215;2420;-677;-3681;-6257;-8092;-8969;-8786;-7565;-5447;-2689;390;3424;6047;7964;8931;8848;7715;5672;2957;-106;-3161;-5832;-7829;-8883;-8902;-7856;-5892;-3221;-179;2893;5615;7681;8831;8943;7995;6100;3489;457;-2617;-5395
-7524;-8772;-8975;-8123;-6307;-3748;-740;2345;5166;7363;8699;9003;8241;6508;4002;1026;-2073;-4927;-7199;-8616;-9022;-8351;-6701;-4255;-1308;1798;4684;7027;8527;9028;8457;6885;4506;1584;-1515;-4445;-6839;-8435;-9024;-8553;-7065;-4748;-1865;1238;4193;6653;8328;9014;8641;7237
4990;2136;-950;-3944;-6457;-8213;-8999;-8714;-7408;-5218;-2416;673;3683;6259;8088;8974;8781;7569;5445;2689;-389;-3424;-6048;-7963;-8932;-8846;-7717;-5668;-2962;110;3156;5839;7822;8888;8898;7859;5890;3222;179;-2893;-5616;-7679;-8833;-8942;-7995;-6100;-3490;-456;2616;5396
7525;8768;8980;8119;6308;3749;740;-2347;-5162;-7368;-8695;-9005;-8240;-6509;-4003;-1023;2070;4930;7197;8617;9020;8353;6702;4253;1309;-1798;-4686;-7025;-8528;-9027;-8457;-6886;-4505;-1586;1518;4441;6844;8430;9028;8550;7070;4743;1869;-1241;-4191;-6654;-8327;-9016;-8639;-7239
-4986;-2142;957;3937;6462;8210;8999;8715;7408;5217;2419;-677;-3681;-6257;-8093;-8968;-8786;-7566;-5446;-2690;391;3422;6050;7962;8933;8845;7718;5670;2958;-107;-3157;-5840;-7820;-8889;-8899;-7858;-5891;-3222;-178;2892;5616;7679;8833;8941;7996;6100;3488;460;-2622;-5391
-7527;-8769;-8977;-8123;-6306;-3750;-740;2346;5164;7365;8698;9003;8240;6510;4001;1026;-2074;-4926;-7198;-8619;-9018;-8355;-6699;-4255;-1308;1798;4686;7024;8529;9027;8457;6887;4505;1582;-1510;-4451;-6834;-8437;-9024;-8553;-7066;-4747;-1864;1236;4193;6654;8326;9016;8639;7240
4985;2142;-956;-3940;-6459;-8211;-9001;-8711;-7412;-5214;-2420;676;3682;6258;8090;8971;8785;7564;5451;2683;-386;-3426;-6046;-7965;-8930;-8847;-7717;-5670;-2958;106;3160;5833;7827;8886;8898;7860;5889;3223;178;-2893;-5616;-7679;-8833;-8940;-7998;-6099;-3489;-458;2618;5396
7521;8774;8974;8124;6307;3746;745;-2349;-5163;-7364;-8700;-9002;-8242;-6507;-4004;-1024;2072;4928;7198;8617;9021;8352;6702;4254;1307;-1796;-4688;-7020;-8535;-9022;-8461;-6884;-4506;-1584;1515;4443;6843;8431;9028;8549;7070;4745;1865;-1237;-4194;-6653;-8326;-9017;-8638;-7240
-4986;-2140;953;3943;6456;8215;8995;8719;7403;5222;2414;-672;-3684;-6257;-8091;-8970;-8784;-7568;-5443;-2693;393;3422;6049;7962;8933;8846;7716;5672;2957;-107;-3157;-5838;-7822;-8889;-8898;-7858;-5891;-3223;-176;2890;5618;7678;8834;8941;7995;6101;3488;459;-2619;-5394
