c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49
484;-3582;-6895;-8767;-8810;-7005;-3742;309;4289;7379;8921;8602;6484;3009;-1093;-4969;-7803;-9010;-8327;-5913;-2252;1869;5607;8172;9023;7996;5290;1483;-2634;-6206;-8471;-8977;-7594;-4634;-699;3380;6751;8713;8856;7139;3942;-92;-4096;-7249;-8888;-8663;-6636;-3213;875;4786
7690;8992;8411;6074;2465;-1657;-5433;-8076;-9026;-8094;-5467;-1696;2424;6045;8395;8994;7714;4818;919;-3178;-6604;-8655;-8892;-7275;-4132;-132;3905;7114;8848;8721;6783;3414;-655;-4603;-7570;-8972;-8487;-6232;-2677;1443;5259;7974;9025;8187;5638;1912;-2215;-5878;-8315;-9009
-7827;-4999;-1136;2973;6452;8591;8927;7401;4328;346;-3701;-6984;-8796;-8781;-6918;-3622;443;4408;7454;8943;8558;6391;2880;-1223;-5082;-7869;-9016;-8278;-5806;-2127;2005;5710;8227;9020;7931;5183;1350;-2763;-6303;-8516;-8960;-7523;-4518;-565;3503;6841;8747;8826;7059;3820
-227;-4211;-7334;-8905;-8629;-6541;-3089;1011;4895;7763;9000;8364;5971;2337;-1790;-5539;-8135;-9026;-8033;-5360;-1564;2553;6143;8444;8982;7645;4701;789;-3308;-6690;-8695;-8868;-7193;-4015;5;4022;7199;8872;8688;6691;3292;-793;-4711;-7648;-8983;-8442;-6133;-2549;1578;5362
8040;9026;8130;5534;1779;-2343;-5982;-8362;-9004;-7755;-4891;-999;3095;6551;8626;8910;7322;4210;213;-3824;-7067;-8827;-8745;-6836;-3494;575;4523;7531;8957;8517;6295;2753;-1358;-5190;-7935;-9021;-8222;-5706;-1992;2132;5816;8279;9017;7866;5072;1218;-2892;-6396;-8561;-8942
-7448;-4402;-432;3627;6927;8780;8797;6975;3695;-354;-4338;-7402;-8932;-8586;-6447;-2965;1147;5005;7834;9005;8315;5869;2209;-1924;-5643;-8194;-9021;-7973;-5250;-1435;2684;6240;8490;8970;7567;4594;647;-3423;-6787;-8725;-8844;-7112;-3894;139;4142;7279;8893;8654;6595;3172
-930;-4824;-7718;-8997;-8390;-6040;-2413;1703;5477;8095;9030;8067;5432;1643;-2468;-6085;-8412;-8992;-7686;-4777;-867;3222;6638;8670;8882;7248;4086;81;-3946;-7150;-8852;-8714;-6744;-3372;709;4642;7599;8979;8466;6202;2622;-1487;-5303;-7995;-9028;-8165;-5600;-1864;2264;5917
8332;9009;7797;4964;1081;-3014;-6493;-8602;-8921;-7373;-4282;-299;3750;7012;8810;8767;6887;3574;-491;-4453;-7479;-8953;-8539;-6358;-2832;1275;5120;7896;9017;8258;5769;2077;-2051;-5752;-8244;-9023;-7903;-5143;-1301;2811;6335;8537;8951;7496;4474;516;-3549;-6872;-8761;-8814
-7030;-3771;273;4261;7356;8919;8610;6508;3042;-1061;-4938;-7786;-9007;-8343;-5935;-2289;1839;5578;8159;9022;8014;5316;1518;-2602;-6179;-8462;-8977;-7617;-4661;-734;3348;6728;8706;8857;7166;3968;-53;-4069;-7227;-8883;-8671;-6661;-3242;838;4759;7670;8991;8421;6100;2499
-1625;-5406;-8060;-9028;-8106;-5497;-1730;2393;6015;8388;8992;7735;4844;955;-3146;-6581;-8645;-8898;-7296;-4163;-165;3871;7097;8836;8735;6800;3451;-626;-4568;-7556;-8965;-8501;-6256;-2710;1411;5227;7963;9019;8204;5665;1945;-2180;-5855;-8298;-9016;-7837;-5035;-1164;2935;6432
8577;8935;7420;4357;382;-3673;-6958;-8792;-8785;-6944;-3650;407;4377;7437;8934;8574;6410;2919;-1197;-5045;-7859;-9008;-8296;-5830;-2162;1973;5682;8214;9021;7948;5210;1384;-2731;-6274;-8510;-8960;-7545;-4545;-600;3471;6820;8737;8834;7081;3849;-188;-4187;-7309;-8902;-8639
-6562;-3124;978;4868;7742;9002;8372;6002;2367;-1754;-5515;-8117;-9028;-8048;-5387;-1600;2522;6118;8430;8989;7657;4736;817;-3269;-6674;-8681;-8877;-7212;-4048;-27;3989;7181;8863;8699;6712;3326;-759;-4683;-7628;-8981;-8453;-6162;-2578;1540;5340;8020;9027;8144;5561;1814
-2312;-5954;-8352;-9005;-7773;-4919;-1034;3064;6524;8620;8911;7347;4236;250;-3795;-7045;-8819;-8755;-6857;-3527;542;4492;7512;8954;8527;6321;2784;-1323;-5163;-7917;-9021;-8236;-5732;-2026;2099;5789;8267;9016;7884;5100;1251;-2857;-6373;-8550;-8946;-7468;-4432;-465;3594;6906
8771;8805;6996;3729;-325;-4301;-7390;-8922;-8598;-6471;-2996;1110;4979;7813;9009;8323;5898;2239;-1886;-5620;-8176;-9025;-7986;-5281;-1464;2647;6217;8480;8970;7591;4618;685;-3394;-6762;-8718;-8849;-7134;-3924;105;4110;7259;8889;8660;6625;3198;-892;-4797;-7701;-8990;-8408
-6059;-2453;1676;5444;8084;9025;8089;5453;1685;-2444;-6053;-8403;-8993;-7704;-4807;-902;3191;6616;8659;8890;7265;4120;114;-3915;-7128;-8846;-8722;-6768;-3404;676;4609;7585;8969;8484;6222;2658;-1456;-5272;-7982;-9023;-8184;-5623;-1900;2234;5887;8323;9007;7819;4988;1119
-2984;-6468;-8591;-8929;-7389;-4315;-332;3717;6991;8801;8776;6909;3607;-459;-4421;-7463;-8945;-8553;-6379;-2867;1242;5091;7879;9016;8270;5798;2106;-2015;-5725;-8233;-9021;-7923;-5170;-1334;2776;6314;8522;8958;7515;4502;553;-3521;-6847;-8754;-8822;-7049;-3804;239;4230;7336
8913;8622;6531;3073;-1025;-4911;-7768;-9004;-8356;-5961;-2322;1804;5554;8141;9025;8029;5343;1554;-2571;-6153;-8450;-8981;-7634;-4692;-768;3316;6705;8698;8862;7189;3995;-15;-4040;-7206;-8875;-8685;-6677;-3281;812;4722;7659;8982;8438;6123;2533;-1592;-5377;-8046;-9027;-8121
-5525;-1762;2357;5993;8370;9001;7747;4878;984;-3109;-6561;-8632;-8906;-7314;-4194;-198;3839;7075;8831;8741;6826;3479;-590;-4539;-7536;-8963;-8509;-6285;-2739;1374;5202;7943;9022;8216;5693;1978;-2146;-5828;-8286;-9014;-7859;-5059;-1201;2903;6409;8567;8936;7444;4382;420
-3642;-6938;-8780;-8799;-6960;-3685;375;4347;7415;8932;8583;6435;2950;-1160;-5022;-7836;-9013;-8303;-5862;-2189;1933;5659;8198;9022;7965;5236;1420;-2699;-6249;-8498;-8965;-7563;-4574;-637;3443;6793;8733;8839;7102;3880;-155;-4155;-7289;-8898;-8647;-6588;-3154;941;4841;7723
9000;8386;6024;2404;-1723;-5486;-8102;-9030;-8061;-5418;-1630;2486;6094;8417;8992;7676;4766;849;-3235;-6650;-8674;-8879;-7238;-4073;-66;3962;7156;8859;8707;6735;3359;-727;-4652;-7611;-8977;-8463;-6189;-2609;1504;5313;8004;9027;8158;5590;1843;-2273;-5934;-8334;-9009;-7791
-4946;-1070;3032;6502;8608;8919;7364;4268;283;-3763;-7023;-8812;-8763;-6879;-3558;506;4464;7494;8947;8543;6339;2823;-1292;-5133;-7901;-9021;-8249;-5759;-2059;2066;5762;8252;9019;7899;5129;1285;-2826;-6346;-8542;-8948;-7489;-4460;-501;3564;6882;8766;8810;7020;3757;-288
-4273;-7367;-8920;-8607;-6497;-3026;1074;4953;7793;9008;8336;5925;2272;-1854;-5590;-8164;-9024;-8004;-5306;-1501;2617;6191;8467;8976;7607;4648;721;-3365;-6737;-8712;-8855;-7154;-3956;70;4080;7238;8885;8669;6646;3232;-858;-4767;-7682;-8990;-8417;-6088;-2482;1637;5421;8066
9027;8102;5481;1716;-2407;-6031;-8387;-8999;-7719;-4838;-934;3157;6594;8647;8898;7285;4149;152;-3889;-7100;-8847;-8724;-6795;-3432;638;4582;7563;8968;8495;6245;2694;-1425;-5243;-7964;-9025;-8196;-5652;-1932;2199;5864;8305;9014;7831;5021;1150;-2950;-6444;-8582;-8931;-7412
-4342;-369;3687;6969;8795;8782;6933;3636;-423;-4390;-7445;-8938;-8565;-6404;-2898;1207;5063;7862;9014;8284;5824;2141;-1984;-5697;-8220;-9020;-7941;-5197;-1370;2746;6287;8514;8958;7538;4529;589;-3489;-6827;-8743;-8830;-7070;-3837;207;4196;7321;8904;8633;6554;3106;-991
-4882;-7752;-8998;-8373;-5983;-2358;1773;5525;8128;9023;8045;5373;1584;-2535;-6130;-8437;-8985;-7650;-4725;-797;3278;6687;8685;8872;7208;4026;19;-4009;-7185;-8869;-8692;-6704;-3309;772;4699;7635;8983;8447;6150;2564;-1558;-5349;-8031;-9024;-8141;-5547;-1801;2330;5962;8361
9001;7766;4906;1020;-3080;-6533;-8625;-8911;-7334;-4225;-233;3809;7054;8822;8752;6846;3513;-557;-4508;-7519;-8957;-8520;-6311;-2770;1339;5176;7925;9022;8229;5720;2013;-2115;-5801;-8273;-9016;-7876;-5085;-1239;2874;6383;8555;8946;7456;4419;449;-3607;-6917;-8774;-8803;-6986
-3713;340;4316;7397;8925;8594;6460;2981;-1125;-4994;-7820;-9010;-8318;-5885;-2226;1903;5630;8184;9026;7977;5269;1450;-2665;-6224;-8486;-8971;-7577;-4611;-663;3403;6778;8717;8851;7120;3913;-123;-4122;-7271;-8889;-8659;-6611;-3186;908;4811;7705;8998;8396;6053;2435;-1689
-5457;-8090;-9029;-8076;-5445;-1664;2453;6067;8407;8992;7697;4792;885;-3204;-6626;-8664;-8886;-7258;-4104;-97;3927;7139;8849;8717;6760;3387;-688;-4627;-7591;-8973;-8477;-6210;-2647;1474;5282;7991;9025;8173;5616;1880;-2244;-5902;-8326;-9009;-7807;-4978;-1101;2999;6476;8600
8922;7384;4299;316;-3732;-7000;-8807;-8768;-6904;-3589;471;4437;7471;8946;8550;6366;2855;-1258;-5105;-7884;-9020;-8262;-5785;-2095;2035;5734;8239;9020;7916;5156;1321;-2795;-6321;-8530;-8955;-7505;-4492;-533;3532;6860;8756;8819;7041;3788;-252;-4246;-7346;-8914;-8618;-6519
-3060;1040;4924;7776;9006;8348;5951;2305;-1818;-5567;-8146;-9027;-8019;-5332;-1538;2588;6161;8459;8977;7626;4680;750;-3328;-6718;-8699;-8864;-7174;-3987;36;4049;7220;8874;8683;6668;3263;-822;-4740;-7663;-8986;-8431;-6111;-2518;1606;5392;8049;9030;8114;5511;1747;-2372
-6006;-8374;-9001;-7739;-4867;-966;3123;6571;8639;8900;7308;4178;186;-3855;-7085;-8833;-8740;-6812;-3467;605;4553;7545;8963;8506;6271;2726;-1390;-5216;-7947;-9026;-8207;-5683;-1961;2162;5840;8292;9014;7850;5047;1186;-2921;-6415;-8577;-8932;-7434;-4372;-400;3652;6951;8783
8793;6953;3669;-390;-4359;-7427;-8932;-8579;-6424;-2934;1174;5035;7844;9014;8296;5851;2172;-1947;-5673;-8204;-9022;-7958;-5224;-1403;2712;6264;8500;8965;7554;4562;621;-3457;-6803;-8736;-8836;-7092;-3869;174;4166;7299;8900;8641;6580;3136;-955;-4854;-7732;-8999;-8382;-6012
-2387;1737;5500;8107;9032;8052;5406;1616;-2503;-6103;-8426;-8988;-7670;-4751;-835;3250;6661;8678;8877;7227;4060;50;-3975;-7165;-8865;-8699;-6729;-3338;736;4670;7615;8982;8456;6178;2592;-1518;-5327;-8012;-9025;-8154;-5576;-1830;2290;5944;8342;9007;7783;4934;1055;-3048
-6509;-8617;-8913;-7356;-4254;-268;3777;7033;8815;8760;6867;3545;-522;-4479;-7499;-8954;-8532;-6334;-2802;1303;5149;7908;9020;8245;5745;2046;-2080;-5777;-8256;-9022;-7887;-5122;-1263;2834;6361;8545;8947;7480;4446;486;-3580;-6890;-8770;-8806;-7010;-3743;303;4288;7376;8923
8600;6489;3008;-1088;-4965;-7804;-9005;-8334;-5910;-2261;1872;5601;8173;9022;7997;5294;1486;-2633;-6198;-8477;-8969;-7604;-4633;-703;3375;6753;8709;8857;7142;3942;-85;-4095;-7248;-8884;-8671;-6630;-3221;876;4780;7691;8989;8416;6072;2472;-1656;-5432;-8072;-9029;-8092;-5472
-1700;2423;6039;8398;8992;7717;4820;921;-3174;-6602;-8654;-8893;-7275;-4138;-131;3898;7115;8845;8725;6782;3420;-655;-4597;-7571;-8970;-8489;-6235;-2679;1440;5256;7973;9024;8189;5642;1914;-2209;-5880;-8309;-9014;-7822;-5007;-1136;2968;6451;8590;8928;7403;4330;351;-3702
-6977;-8800;-8777;-6925;-3620;436;4408;7451;8940;8563;6390;2885;-1220;-5081;-7865;-9019;-8276;-5812;-2126;1998;5709;8225;9020;7934;5184;1352;-2758;-6301;-8515;-8961;-7524;-4521;-568;3501;6836;8751;8823;7064;3818;-217;-4216;-7325;-8910;-8626;-6546;-3088;1001;4899;7757;9003
8363;5974;2341;-1788;-5536;-8134;-9026;-8034;-5362;-1569;2553;6138;8446;8980;7647;4704;790;-3301;-6692;-8691;-8870;-7196;-4017;1;4019;7199;8867;8694;6688;3299;-791;-4709;-7646;-8982;-8444;-6137;-2549;1569;5367;8033;9028;8131;5535;1785;-2343;-5976;-8365;-9001;-7758;-4892
-1005;3096;6544;8629;8910;7321;4216;214;-3821;-7064;-8826;-8748;-6836;-3499;571;4524;7525;8960;8517;6295;2760;-1358;-5185;-7935;-9019;-8226;-5705;-1999;2131;5812;8280;9015;7867;5075;1219;-2885;-6397;-8558;-8944;-7449;-4404;-436;3625;6925;8779;8797;6979;3695;-348;-4337
-7400;-8932;-8587;-6448;-2970;1145;5001;7832;9008;8312;5876;2206;-1913;-5648;-8187;-9025;-7973;-5252;-1439;2683;6236;8491;8968;7572;4594;651;-3420;-6787;-8723;-8845;-7113;-3897;135;4138;7278;8895;8650;6604;3167;-918;-4828;-7713;-8997;-8393;-6040;-2418;1702;5473;8095;9027
8073;5430;1651;-2471;-6078;-8412;-8992;-7687;-4782;-868;3217;6639;8666;8886;7245;4094;82;-3943;-7146;-8855;-8711;-6750;-3372;703;4640;7598;8976;8470;6201;2629;-1489;-5296;-7997;-9026;-8166;-5604;-1866;2261;5913;8334;9005;7804;4959;1092;-3018;-6484;-8606;-8919;-7377;-4282
-305;3749;7008;8811;8766;6891;3577;-489;-4448;-7481;-8948;-8544;-6357;-2837;1272;5118;7893;9017;8261;5769;2082;-2052;-5745;-8247;-9017;-7911;-5143;-1304;2806;6337;8531;8954;7497;4478;518;-3544;-6874;-8756;-8818;-7029;-3776;270;4258;7355;8918;8610;6512;3043;-1056;-4937
-7784;-9007;-8342;-5941;-2288;1832;5582;8148;9031;8008;5324;1520;-2599;-6177;-8461;-8977;-7618;-4664;-738;3345;6727;8703;8861;7165;3972;-50;-4066;-7225;-8882;-8673;-6661;-3247;837;4754;7672;8986;8429;6095;2508;-1627;-5400;-8060;-9027;-8110;-5496;-1736;2391;6014;8383;8997
7733;4850;956;-3144;-6575;-8647;-8896;-7299;-4166;-167;3868;7094;8837;8733;6806;3450;-621;-4565;-7556;-8963;-8501;-6262;-2708;1403;5230;7956;9022;8205;5667;1949;-2178;-5852;-8296;-9016;-7840;-5036;-1170;2935;6429;8575;8937;7418;4364;383;-3668;-6958;-8790;-8787;-6946;-3651
401;4379;7430;8939;8570;6417;2917;-1188;-5050;-7850;-9016;-8290;-5838;-2160;1965;5682;8213;9019;7952;5210;1390;-2729;-6273;-8508;-8960;-7547;-4546;-607;3471;6815;8740;8832;7085;3850;-186;-4182;-7308;-8902;-8638;-6568;-3124;974;4864;7745;8996;8378;6001;2372;-1751;-5512
-8117;-9028;-8049;-5390;-1603;2520;6112;8433;8985;7662;4738;820;-3265;-6672;-8681;-8877;-7215;-4048;-32;3987;7179;8862;8701;6713;3330;-757;-4678;-7630;-8977;-8458;-6159;-2586;1540;5335;8019;9029;8143;5566;1815;-2307;-5952;-8351;-9004;-7777;-4918;-1042;3065;6519;8620;8913
7346;4242;250;-3789;-7045;-8817;-8757;-6859;-3528;534;4497;7504;8957;8528;6320;2792;-1323;-5158;-7916;-9022;-8236;-5735;-2030;2097;5785;8266;9017;7885;5102;1255;-2856;-6369;-8550;-8946;-7471;-4432;-471;3595;6901;8772;8805;6999;3731;-320;-4301;-7385;-8923;-8600;-6472;-3000
1107;4977;7810;9008;8327;5898;2244;-1884;-5617;-8175;-9025;-7988;-5281;-1470;2646;6214;8477;8974;7589;4624;686;-3390;-6760;-8720;-8847;-7139;-3924;99;4109;7257;8888;8663;6623;3204;-889;-4795;-7697;-8993;-8407;-6063;-2455;1672;5442;8081;9027;8088;5456;1685;-2437;-6053
-8399;-8996;-7706;-4808;-904;3187;6614;8657;8892;7266;4124;115;-3909;-7129;-8843;-8724;-6770;-3405;669;4611;7579;8972;8483;6224;2663;-1455;-5267;-7983;-9021;-8186;-5627;-1900;2226;5891;8315;9014;7814;4996;1119;-2980;-6466;-8592;-8926;-7396;-4313;-338;3715;6989;8802;8774
6915;3605;-452;-4419;-7461;-8942;-8558;-6378;-2873;1242;5087;7878;9016;8272;5799;2111;-2015;-5720;-8233;-9020;-7924;-5175;-1335;2772;6311;8524;8955;7519;4504;557;-3517;-6848;-8750;-8826;-7049;-3809;238;4225;7337;8910;8624;6531;3079;-1025;-4905;-7769;-9002;-8359;-5961;-2327
1804;5548;8142;9025;8029;5347;1557;-2570;-6149;-8450;-8982;-7634;-4697;-768;3309;6707;8693;8868;7186;4003;-17;-4033;-7206;-8874;-8685;-6681;-3282;807;4720;7657;8981;8440;6125;2534;-1586;-5378;-8042;-9027;-8125;-5524;-1769;2357;5988;8372;8998;7753;4877;991;-3109;-6558
-8631;-8907;-7316;-4196;-204;3838;7073;8829;8744;6825;3484;-587;-4537;-7534;-8962;-8511;-6286;-2743;1372;5200;7940;9024;8215;5697;1982;-2146;-5824;-8285;-9017;-7857;-5065;-1203;2901;6405;8565;8941;7439;4393;418;-3638;-6935;-8782;-8795;-6965;-3687;371;4344;7415;8930;8584
6438;2952;-1156;-5020;-7834;-9014;-8303;-5865;-2193;1931;5657;8195;9026;7963;5243;1419;-2692;-6252;-8492;-8969;-7562;-4579;-638;3437;6794;8729;8840;7105;3882;-152;-4150;-7290;-8894;-8650;-6589;-3158;942;4833;7728;8992;8393;6023;2410;-1723;-5479;-8106;-9026;-8065;-5419;-1633
2482;6092;8417;8989;7682;4763;858;-3236;-6646;-8673;-8881;-7238;-4077;-67;3957;7157;8854;8712;6735;3363;-725;-4648;-7611;-8975;-8467;-6188;-2615;1503;5310;8001;9030;8157;5594;1848;-2274;-5926;-8337;-9008;-7791;-4953;-1069;3027;6499;8607;8921;7362;4274;283;-3758;-7021
-8813;-8763;-6882;-3561;504;4462;7490;8949;8540;6345;2825;-1290;-5127;-7904;-9017;-8252;-5762;-2061;2060;5762;8250;9018;7903;5128;1293;-2826;-6344;-8540;-8950;-7487;-4465;-502;3559;6882;8763;8812;7022;3760;-284;-4272;-7366;-8917;-8610;-6497;-3030;1069;4952;7791;9007;8339
5925;2277;-1850;-5591;-8159;-9028;-8002;-5311;-1503;2613;6189;8464;8979;7606;4654;719;-3357;-6739;-8708;-8856;-7157;-3959;68;4076;7240;8879;8674;6646;3237;-856;-4764;-7680;-8990;-8418;-6092;-2484;1635;5417;8064;9028;8102;5485;1719;-2406;-6025;-8389;-8997;-7724;-4837;-939
3157;6588;8650;8895;7288;4153;152;-3881;-7106;-8839;-8731;-6794;-3437;635;4580;7562;8967;8496;6248;2698;-1424;-5237;-7967;-9021;-8199;-5653;-1935;2194;5864;8302;9014;7835;5020;1156;-2949;-6442;-8580;-8934;-7412;-4347;-370;3684;6966;8796;8781;6937;3638;-419;-4388;-7442
-8940;-8564;-6407;-2902;1206;5058;7862;9013;8287;5824;2145;-1981;-5695;-8217;-9022;-7941;-5201;-1370;2740;6287;8510;8963;7535;4535;590;-3485;-6824;-8744;-8829;-7075;-3835;199;4197;7317;8903;8636;6554;3110;-988;-4879;-7749;-9002;-8368;-5991;-2357;1769;5521;8127;9026;8043
5377;1588;-2535;-6125;-8437;-8986;-7652;-4726;-803;3278;6681;8687;8871;7209;4033;16;-3999;-7188;-8866;-8694;-6707;-3310;768;4697;7631;8986;8445;6154;2566;-1553;-5348;-8029;-9024;-8142;-5549;-1803;2324;5964;8355;9006;7766;4909;1022;-3076;-6532;-8624;-8909;-7339;-4226;-237
3804;7054;8820;8754;6846;3517;-553;-4506;-7516;-8957;-8523;-6310;-2775;1338;5170;7927;9017;8235;5719;2018;-2115;-5796;-8273;-9015;-7878;-5090;-1238;2868;6381;8556;8942;7465;4415;458;-3609;-6911;-8776;-8801;-6988;-3718;339;4311;7396;8926;8592;6466;2980;-1118;-4995;-7815
-9010;-8321;-5885;-2232;1903;5627;8182;9025;7980;5270;1455;-2661;-6226;-8482;-8972;-7582;-4608;-672;3403;6774;8716;8853;7120;3918;-121;-4119;-7268;-8890;-8659;-6612;-3191;907;4807;7705;8997;8397;6055;2439;-1687;-5454;-8090;-9026;-8082;-5443;-1672;2454;6062;8408;8990;7702
4791;893;-3204;-6624;-8660;-8891;-7256;-4108;-104;3930;7131;8853;8717;6759;3394;-691;-4618;-7593;-8970;-8480;-6213;-2647;1468;5283;7987;9025;8177;5616;1885;-2242;-5899;-8326;-9008;-7810;-4980;-1104;2994;6477;8596;8924;7387;4299;323;-3732;-6997;-8805;-8772;-6903;-3593;469
4434;7468;8946;8552;6368;2858;-1256;-5101;-7886;-9015;-8268;-5785;-2097;2028;5735;8235;9023;7915;5161;1321;-2788;-6322;-8527;-8955;-7509;-4491;-540;3532;6856;8757;8818;7044;3791;-251;-4240;-7347;-8912;-8620;-6521;-3064;1039;4920;7775;9006;8348;5956;2306;-1814;-5564;-8144
-9028;-8018;-5339;-1536;2580;6164;8452;8982;7625;4683;753;-3325;-6716;-8697;-8866;-7176;-3990;33;4048;7215;8876;8681;6671;3268;-821;-4735;-7663;-8985;-8432;-6115;-2519;1603;5387;8052;9024;8121;5510;1753;-2371;-6002;-8374;-9000;-7742;-4867;-971;3121;6568;8637;8902;7310
4180;189;-3853;-7083;-8831;-8742;-6813;-3472;604;4549;7543;8965;8504;6276;2727;-1386;-5213;-7946;-9026;-8208;-5685;-1965;2160;5836;8291;9015;7850;5051;1187;-2915;-6417;-8570;-8938;-7432;-4377;-404;3653;6943;8789;8789;6959;3670;-387;-4354;-7428;-8928;-8582;-6426;-2937;1171
5032;7843;9013;8298;5853;2177;-1946;-5668;-8204;-9022;-7958;-5228;-1406;2711;6257;8504;8961;7558;4564;624;-3453;-6803;-8735;-8835;-7098;-3865;163;4169;7294;8902;8641;6582;3140;-952;-4852;-7729;-9001;-8380;-6017;-2389;1732;5498;8108;9028;8059;5403;1622;-2501;-6101;-8424
-8988;-7672;-4753;-840;3249;6659;8676;8879;7228;4064;53;-3972;-7165;-8861;-8703;-6729;-3343;735;4665;7617;8976;8462;6177;2599;-1518;-5323;-8010;-9027;-8151;-5585;-1826;2280;5949;8332;9018;7772;4951;1044;-3033;-6518;-8605;-8923;-7351;-4262;-269;3770;7152;11725;14976;15095
12586;7721;1729;-4417;-9411;-12517;-13146;-11411;-7685;-2836;2245;6569;9462;10480;9610;7166;3705;-73;-3490;-6019;-7325;-7337;-6227;-4282;-1944;421;2452;3941;4767;4942;4521;3640;2401;960;-582;-2081;-3392;-4379;-4865;-4751;-3953;-2507;-551;1671;3812;5512;6425;6322;5125;2974
159;-2826;-5489;-7295;-7903;-7129;-5062;-2037;1450;4756;7309;8612;8425;6753;3875;298;-3368;-6459;-8457;-8994;-7997;-5630;-2311;1395;4858;7500;8883;8787;7224;4462;956;-2714;-5921;-8155;-9020;-8392;-6361;-3271;361;3936;6853;8629;8971;7815;5360;2012;-1672;-5075;-7638;-8922
-8727;-7075;-4245;-712;2947;6108;8254;9029;8295;6183;3042;-611;-4153;-7014;-8697;-8940;-7689;-5160;-1771;1912;5279;7764;8956;8662;6916;4030;460;-3174;-6291;-8349;-9027;-8195;-6001;-2808;854;4372;7165;8760;8902;7556;4956;1530;-2156;-5473;-7890;-8984;-8586;-6759;-3804;-216
3405;6463;8442;9017;8089;5816;2571;-1099;-4586;-7313;-8816;-8858;-7419;-4747;-1286;2393;5669;8006;9004;8508;6593;3577;-26;-3635;-6632;-8526;-9002;-7976;-5624;-2335;1343;4797;7456;8864;8810;7271;4542;1036;-2623;-5865;-8111;-9022;-8421;-6420;-3353;277;3858;6796;8605;8979
7859;5429;2096;-1586;-5005;-7589;-8910;-8749;-7125;-4326;-790;2858;6049;8219;9025;8333;6242;3123;-522;-4080;-6955;-8677;-8949;-7736;-5227;-1860;1833;5205;7723;8944;8685;6972;4106;547;-3094;-6228;-8318;-9028;-8230;-6067;-2886;764;4302;7107;8745;8911;7606;5026;1615;-2071
-5407;-7846;-8976;-8612;-6815;-3883;-302;3324;6405;8410;9020;8129;5879;2655;-1014;-4513;-7260;-8800;-8871;-7471;-4817;-1374;2311;5601;7965;8999;8536;6650;3658;57;-3553;-6575;-8497;-9009;-8016;-5690;-2417;1255;4728;7399;8856;8820;7329;4609;1128;-2549;-5790;-8081;-9013;-8452
-6483;-3428;187;3783;6738;8578;8989;7898;5502;2176;-1499;-4936;-7539;-8899;-8766;-7182;-4396;-881;2782;5982;8183;9026;8362;6306;3207;-442;-3996;-6907;-8648;-8963;-7777;-5301;-1939;1744;5139;7674;8935;8707;7027;4182;634;-3014;-6163;-8285;-9029;-8264;-6131;-2968;681;4221
7060;8717;8930;7647;5101;1696;-1985;-5336;-7805;-8963;-8642;-6869;-3961;-387;3245;6342;8380;9022;8166;5944;2738;-930;-4436;-7213;-8775;-8891;-7514;-4895;-1455;2225;5537;7921;8994;8561;6709;3737;141;-3475;-6514;-8470;-9012;-8056;-5759;-2500;1173;4651;7355;8832;8843;7376
4685;1211;-2465;-5727;-8038;-9012;-8480;-6543;-3509;102;3702;6682;8550;8998;7939;5567;2262;-1418;-4858;-7498;-8878;-8792;-7229;-4474;-965;2699;5916;8148;9023;8393;6369;3283;-352;-3923;-6848;-8624;-8974;-7819;-5371;-2023;1661;5064;7633;8918;8732;7078;4260;718;-2932;-6102
-8251;-9026;-8302;-6191;-3051;596;4147;7003;8697;8939;7697;5168;1783;-1902;-5268;-7759;-8956;-8663;-6926;-4037;-474;3166;6279;8349;9024;8203;6008;2820;-843;-4362;-7158;-8758;-8904;-7562;-4965;-1541;2142;5468;7880;8986;8588;6766;3817;226;-3393;-6455;-8440;-9014;-8098;-5820
-2586;1089;4578;7302;8819;8856;7427;4757;1296;-2379;-5663;-7996;-9008;-8509;-6600;-3591;19;3622;6625;8521;9005;7980;5634;2345;-1332;-4788;-7446;-8865;-8809;-7280;-4550;-1049;2615;5852;8111;9017;8428;6428;3363;-265;-3849;-6787;-8603;-8978;-7866;-5438;-2107;1574;4997;7582
8909;8750;7136;4329;810;-2856;-6034;-8217;-9026;-8334;-6254;-3132;510;4069;6949;8672;8953;7738;5241;1866;-1818;-5198;-7714;-8945;-8687;-6980;-4115;-559;3083;6220;8311;9031;8233;6075;2900;-757;-4287;-7104;-8739;-8917;-7609;-5037;-1624;2058;5398;7840;8974;8617;6821;3895
313;-3316;-6393;-8409;-9019;-8134;-5887;-2667;1004;4502;7254;8796;8875;7474;4832;1380;-2295;-5597;-7955;-9002;-8536;-6661;-3666;-70;3546;6564;8496;9007;8023;5700;2429;-1247;-4713;-7401;-8844;-8832;-7328;-4624;-1135;2533;5788;8070;9016;8456;6488;3445;-180;-3768;-6733;-8574
