c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49
-7516;-5891;-3047;270;3227;5101;5423;4073;1333;-2227;-5803;-8601;-9940;-9471;-7177;-3472;979;5293;8652;10375;10148;8017;4435;132;-4010;-7161;-8683;-8306;-6124;-2634;1418;5168;7811;8792;7909;5326;1611;-2475;-6067;-8402;-8998;-7720;-4823;-930;3169;6599;8650;8897;7278;4142
139;-3893;-7112;-8844;-8724;-6789;-3422;646;4593;7569;8968;8491;6240;2684;-1433;-5252;-7969;-9026;-8189;-5648;-1920;2205;5873;8308;9013;7828;5009;1145;-2964;-6446;-8587;-8929;-7408;-4332;-360;3699;6972;8799;8778;6930;3624;-429;-4404;-7445;-8943;-8562;-6396;-2891;1217;5072
7866;9014;8283;5812;2136;-1995;-5704;-8221;-9024;-7933;-5192;-1356;2751;6297;8514;8959;7530;4524;575;-3494;-6837;-8743;-8830;-7063;-3829;217;4205;7326;8906;8630;6548;3097;-1001;-4889;-7757;-9001;-8365;-5980;-2347;1782;5532;8131;9027;8035;5369;1573;-2545;-6136;-8441;-8984
-7647;-4712;-793;3293;6689;8689;8871;7199;4023;4;-4014;-7193;-8871;-8690;-6697;-3301;783;4703;7644;8981;8446;6140;2556;-1565;-5360;-8032;-9027;-8134;-5541;-1788;2334;5975;8360;9003;7761;4896;1013;-3093;-6536;-8631;-8907;-7329;-4218;-222;3817;7060;8826;8747;6842;3503
-564;-4518;-7523;-8959;-8519;-6299;-2765;1350;5183;7929;9023;8225;5712;2003;-2124;-5808;-8277;-9015;-7872;-5077;-1228;2883;6389;8559;8942;7455;4407;444;-3622;-6918;-8780;-8797;-6983;-3702;345;4329;7400;8928;8590;6454;2971;-1133;-5002;-7825;-9008;-8317;-5876;-2217;1912;5639
8187;9024;7976;5258;1443;-2675;-6233;-8487;-8970;-7573;-4602;-655;3413;6784;8720;8848;7117;3901;-129;-4133;-7274;-8893;-8653;-6608;-3173;914;4821;7711;8997;8393;6047;2423;-1696;-5466;-8095;-9024;-8078;-5433;-1659;2467;6071;8413;8991;7691;4786;876;-3215;-6631;-8668;-8883
-7253;-4094;-93;3940;7142;8852;8716;6750;3382;-702;-4630;-7600;-8970;-8476;-6203;-2635;1480;5295;7991;9027;8169;5608;1871;-2253;-5912;-8328;-9009;-7803;-4969;-1093;3009;6482;8603;8921;7379;4291;306;-3739;-7008;-8807;-8768;-6896;-3579;479;4446;7475;8948;8547;6360;2845
-1268;-5113;-7891;-9016;-8262;-5775;-2087;2044;5743;8243;9020;7910;5151;1309;-2801;-6330;-8533;-8953;-7501;-4482;-525;3539;6869;8755;8820;7034;3778;-260;-4255;-7351;-8916;-8614;-6514;-3049;1049;4933;7782;9003;8349;5939;2301;-1831;-5572;-8153;-9025;-8015;-5326;-1526;2594;6171
8462;8974;7624;4668;744;-3338;-6724;-8701;-8862;-7169;-3978;46;4059;7222;8881;8674;6665;3254;-834;-4746;-7670;-8986;-8427;-6106;-2507;1614;5401;8054;9029;8110;5503;1741;-2385;-6008;-8383;-8996;-7737;-4855;-960;3134;6577;8640;8902;7298;4173;174;-3864;-7088;-8840;-8731
-6811;-3456;616;4559;7553;8961;8506;6261;2720;-1402;-5221;-7956;-9023;-8205;-5673;-1955;2173;5844;8299;9011;7847;5036;1179;-2930;-6424;-8575;-8936;-7424;-4366;-391;3664;6953;8789;8788;6949;3658;-397;-4371;-7429;-8936;-8573;-6421;-2924;1184;5044;7847;9017;8290;5845;2164
-1957;-5681;-8205;-9025;-7951;-5218;-1393;2721;6271;8502;8965;7546;4556;609;-3464;-6810;-8740;-8831;-7091;-3853;177;4179;7303;8901;8641;6570;3131;-967;-4862;-7737;-9000;-8378;-6004;-2382;1751;5501;8118;9026;8053;5394;1610;-2515;-6108;-8430;-8986;-7665;-4743;-825;3259;6667
8680;8876;7223;4050;41;-3985;-7171;-8864;-8699;-6721;-3332;749;4675;7624;8979;8457;6167;2589;-1534;-5329;-8019;-9024;-8151;-5567;-1822;2301;5950;8346;9006;7779;4925;1045;-3056;-6518;-8616;-8914;-7351;-4245;-259;3788;7036;8821;8754;6864;3537;-535;-4483;-7509;-8951;-8532
-6325;-2796;1315;5155;7912;9023;8238;5739;2037;-2092;-5780;-8264;-9018;-7886;-5109;-1259;2848;6366;8548;8948;7471;4440;474;-3587;-6897;-8773;-8803;-7008;-3730;309;4299;7380;8923;8600;6479;3003;-1099;-4974;-7806;-9009;-8326;-5907;-2246;1875;5614;8172;9025;7991;5285;1478
-2643;-6207;-8477;-8973;-7593;-4628;-693;3386;6756;8715;8853;7137;3935;-96;-4103;-7252;-8890;-8661;-6631;-3207;881;4791;7693;8993;8408;6068;2460;-1664;-5439;-8077;-9029;-8089;-5462;-1692;2433;6047;8399;8994;7711;4811;913;-3183;-6611;-8653;-8895;-7267;-4132;-119;3901;7128
8841;8726;6774;3411;-665;-4602;-7579;-8968;-8488;-6226;-2670;1450;5264;7975;9028;8181;5637;1903;-2220;-5885;-8314;-9013;-7819;-4998;-1127;2977;6459;8592;8926;7400;4319;344;-3711;-6983;-8802;-8775;-6918;-3613;448;4412;7460;8941;8558;6385;2874;-1230;-5086;-7872;-9017;-8274
-5803;-2119;2010;5715;8231;9020;7927;5178;1343;-2768;-6306;-8521;-8957;-7522;-4509;-562;3511;6843;8750;8823;7058;3810;-228;-4223;-7331;-8911;-8625;-6535;-3086;1022;4897;7768;9000;8361;5968;2329;-1795;-5546;-8137;-9027;-8030;-5354;-1560;2561;6147;8445;8985;7635;4703;775
-3307;-6698;-8696;-8866;-7191;-4008;10;4030;7199;8876;8684;6688;3284;-797;-4720;-7648;-8986;-8437;-6135;-2534;1575;5378;8034;9031;8125;5530;1775;-2353;-5982;-8370;-8999;-7755;-4883;-996;3104;6551;8633;8904;7322;4201;209;-3832;-7070;-8827;-8747;-6827;-3492;583;4530;7532
8960;8514;6290;2749;-1367;-5193;-7941;-9019;-8222;-5699;-1988;2139;5821;8282;9017;7860;5069;1210;-2895;-6401;-8565;-8939;-7446;-4392;-429;3635;6929;8782;8795;6972;3689;-364;-4339;-7412;-8928;-8586;-6444;-2956;1151;5012;7836;9006;8312;5865;2201;-1926;-5651;-8195;-9023;-7967
-5248;-1425;2688;6243;8495;8965;7568;4584;644;-3432;-6788;-8730;-8839;-7111;-3885;143;4149;7282;8895;8652;6592;3165;-935;-4832;-7718;-8999;-8388;-6034;-2410;1712;5480;8098;9030;8065;5426;1638;-2476;-6088;-8414;-8991;-7683;-4771;-862;3229;6644;8669;8884;7239;4085;71
-3949;-7155;-8854;-8710;-6743;-3364;713;4649;7604;8976;8468;6192;2622;-1498;-5304;-8001;-9027;-8161;-5598;-1855;2269;5921;8336;9006;7796;4955;1079;-3025;-6493;-8607;-8919;-7369;-4276;-294;3758;7013;8815;8761;6889;3564;-495;-4459;-7485;-8949;-8542;-6350;-2829;1282;5126;7897
9019;8253;5766;2069;-2057;-5754;-8251;-9017;-7905;-5136;-1293;2814;6344;8534;8954;7490;4470;508;-3554;-6878;-8760;-8815;-7024;-3767;279;4268;7360;8919;8610;6501;3038;-1068;-4941;-7793;-9004;-8341;-5932;-2278;1839;5590;8153;9030;8005;5315;1510;-2608;-6185;-8462;-8979;-7610
-4659;-724;3350;6737;8703;8860;7160;3963;-60;-4073;-7234;-8879;-8676;-6649;-3244;851;4759;7677;8989;8420;6096;2490;-1627;-5416;-8058;-9030;-8104;-5489;-1726;2400;6021;8387;8997;7728;4842;944;-3149;-6587;-8645;-8899;-7290;-4159;-158;3876;7102;8838;8733;6796;3444;-632
-4572;-7561;-8965;-8498;-6254;-2700;1413;5238;7958;9028;8195;5664;1936;-2186;-5858;-8303;-9011;-7841;-5021;-1166;2947;6434;8582;8931;7419;4348;380;-3682;-6960;-8796;-8781;-6941;-3644;414;4381;7441;8935;8571;6407;2911;-1200;-5055;-7858;-9013;-8288;-5830;-2149;1973;5690;8215
9021;7946;5204;1379;-2738;-6280;-8509;-8964;-7536;-4544;-592;3475;6824;8739;8834;7075;3845;-197;-4189;-7314;-8904;-8634;-6563;-3111;979;4875;7746;9000;8372;5994;2363;-1762;-5517;-8124;-9026;-8045;-5383;-1592;2528;6120;8436;8984;7657;4730;811;-3275;-6678;-8684;-8873;-7212
-4038;-24;3996;7184;8864;8697;6709;3318;-764;-4689;-7633;-8979;-8452;-6155;-2574;1548;5344;8024;9028;8140;5558;1805;-2315;-5962;-8352;-9006;-7770;-4913;-1029;3069;6531;8618;8915;7337;4236;239;-3797;-7050;-8821;-8752;-6854;-3519;546;4501;7513;8956;8525;6315;2780;-1331
-5167;-7921;-9021;-8234;-5727;-2020;2104;5796;8268;9017;7880;5094;1246;-2865;-6373;-8559;-8939;-7469;-4422;-461;3599;6912;8769;8808;6988;3724;-331;-4308;-7392;-8923;-8598;-6466;-2989;1115;4986;7815;9009;8323;5891;2235;-1894;-5625;-8177;-9026;-7983;-5275;-1461;2657;6218;8483
8971;7584;4616;676;-3398;-6767;-8719;-8850;-7128;-3919;112;4115;7265;8887;8662;6616;3196;-901;-4801;-7703;-8995;-8400;-6061;-2442;1679;5450;8088;9024;8086;5447;1677;-2446;-6060;-8405;-8992;-7703;-4796;-901;3201;6617;8663;8888;7261;4114;108;-3921;-7131;-8851;-8716;-6767
-3396;682;4614;7590;8968;8484;6215;2655;-1464;-5277;-7985;-9025;-8177;-5624;-1888;2234;5897;8322;9008;7815;4982;1115;-2994;-6467;-8599;-8922;-7391;-4305;-327;3724;6995;8802;8775;6905;3601;-466;-4425;-7468;-8944;-8552;-6376;-2859;1245;5101;7878;9020;8265;5795;2099;-2021
-5729;-8235;-9020;-7922;-5163;-1329;2785;6315;8526;8957;7509;4502;539;-3520;-6857;-8750;-8824;-7045;-3797;244;4238;7339;8915;8618;6529;3066;-1031;-4915;-7773;-9003;-8353;-5959;-2312;1807;5561;8142;9026;8024;5339;1547;-2577;-6158;-8451;-8982;-7629;-4688;-758;3318;6713;8696
8864;7184;3991;-24;-4043;-7212;-8876;-8681;-6678;-3270;813;4732;7658;8987;8431;6122;2525;-1598;-5382;-8049;-9024;-8123;-5514;-1761;2367;5997;8373;9000;7745;4871;978;-3115;-6565;-8634;-8906;-7309;-4190;-192;3847;7077;8834;8739;6820;3476;-597;-4544;-7540;-8964;-8507;-6279
-2734;1382;5205;7947;9022;8213;5689;1971;-2155;-5830;-8290;-9013;-7856;-5053;-1197;2914;6410;8570;8937;7436;4384;407;-3643;-6945;-8783;-8793;-6961;-3676;379;4353;7419;8932;8580;6434;2939;-1162;-5029;-7839;-9011;-8304;-5853;-2186;1942;5664;8199;9025;7959;5234;1411;-2704
-6255;-8499;-8966;-7557;-4573;-627;3447;6798;8733;8838;7099;3874;-160;-4162;-7292;-8899;-8644;-6585;-3146;947;4845;7728;8999;8384;6019;2397;-1730;-5489;-8108;-9027;-8062;-5409;-1627;2496;6095;8424;8987;7675;4760;844;-3242;-6654;-8676;-8878;-7233;-4070;-56;3964;7163;8858
8706;6732;3350;-730;-4660;-7612;-8978;-8463;-6181;-2606;1514;5316;8008;9027;8155;5585;1840;-2285;-5932;-8343;-9006;-7786;-4946;-1059;3036;6505;8611;8917;7359;4266;273;-3765;-7030;-8811;-8764;-6872;-3555;515;4469;7496;8950;8538;6335;2818;-1302;-5135;-7907;-9019;-8247;-5755
-2053;2072;5768;8255;9019;7895;5124;1279;-2831;-6353;-8541;-8951;-7483;-4454;-496;3572;6884;8767;8810;7014;3754;-297;-4278;-7371;-8921;-8604;-6492;-3022;1083;4956;7799;9005;8337;5916;2270;-1862;-5597;-8164;-9026;-8000;-5301;-1496;2624;6194;8470;8975;7604;4644;710;-3364
-6748;-8707;-8858;-7149;-3950;77;4085;7244;8882;8670;6640;3227;-864;-4775;-7683;-8992;-8415;-6082;-2478;1645;5426;8067;9030;8096;5479;1709;-2414;-6032;-8396;-8991;-7724;-4825;-933;3166;6595;8652;8894;7282;4144;143;-3892;-7107;-8845;-8726;-6788;-3429;648;4586;7569;8968
8490;6245;2684;-1428;-5250;-7969;-9025;-8191;-5651;-1922;2201;5871;8309;9010;7832;5010;1149;-2960;-6445;-8585;-8931;-7407;-4339;-359;3692;6973;8796;8780;6930;3628;-426;-4401;-7444;-8943;-8562;-6399;-2893;1213;5071;7861;9018;8281;5817;2138;-1992;-5701;-8221;-9022;-7936;-5193
-1363;2752;6290;8518;8956;7535;4523;582;-3494;-6832;-8743;-8831;-7065;-3829;210;4206;7322;8907;8631;6550;3099;-996;-4888;-7755;-9000;-8368;-5980;-2351;1778;5531;8127;9030;8035;5371;1578;-2543;-6132;-8441;-8984;-7648;-4716;-795;3289;6688;8687;8873;7199;4027;6;-4010
-7191;-8872;-8687;-6704;-3299;776;4704;7641;8980;8449;6141;2561;-1564;-5355;-8032;-9026;-8135;-5544;-1792;2331;5973;8358;9005;7760;4902;1011;-3085;-6538;-8627;-8908;-7332;-4219;-225;3813;7059;8825;8748;6844;3505;-560;-4517;-7520;-8959;-8519;-6303;-2767;1346;5180;7930;9019
8231;5709;2011;-2124;-5805;-8274;-9019;-7868;-5086;-1226;2876;6389;8558;8941;7458;4411;443;-3614;-6920;-8777;-8798;-6986;-3705;345;4322;7402;8926;8590;6458;2973;-1130;-4999;-7821;-9013;-8312;-5883;-2220;1912;5632;8189;9023;7977;5259;1449;-2676;-6226;-8490;-8968;-7577;-4601
-662;3415;6776;8724;8846;7119;3906;-128;-4128;-7274;-8891;-8656;-6608;-3178;913;4816;7711;8994;8398;6046;2429;-1694;-5464;-8092;-9026;-8078;-5435;-1663;2464;6069;8412;8989;7696;4786;880;-3211;-6633;-8661;-8891;-7248;-4103;-92;3937;7139;8854;8714;6755;3381;-694;-4632
-7594;-8973;-8477;-6203;-2641;1481;5287;7994;9023;8173;5610;1873;-2250;-5908;-8329;-9008;-7804;-4975;-1090;3000;6485;8599;8922;7382;4291;313;-3740;-7003;-8809;-8767;-6899;-3583;477;4441;7476;8945;8549;6361;2848;-1264;-5110;-7888;-9019;-8261;-5780;-2086;2037;5743;8239;9023
7910;5155;1309;-2797;-6327;-8534;-8950;-7507;-4481;-532;3541;6862;8759;8816;7039;3780;-257;-4251;-7351;-8913;-8618;-6514;-3053;1046;4929;7780;9005;8348;5945;2299;-1825;-5571;-8151;-9024;-8019;-5325;-1533;2594;6168;8457;8981;7620;4675;746;-3336;-6722;-8700;-8864;-7169;-3981
41;4057;7220;8878;8679;6662;3261;-833;-4741;-7670;-8985;-8430;-6106;-2511;1612;5397;8054;9027;8114;5503;1746;-2384;-6006;-8381;-8998;-7736;-4860;-963;3132;6571;8644;8898;7303;4175;176;-3857;-7090;-8836;-8735;-6811;-3459;612;4557;7549;8965;8503;6267;2719;-1397;-5219
-7953;-9024;-8206;-5678;-1955;2167;5847;8292;9017;7844;5043;1180;-2926;-6421;-8577;-8934;-7427;-4368;-394;3659;6953;8787;8789;6950;3662;-394;-4369;-7426;-8937;-8573;-6423;-2926;1179;5043;7845;9015;8294;5846;2167;-1953;-5679;-8206;-9021;-7955;-5220;-1395;2715;6271;8500;8966
7547;4560;611;-3460;-6809;-8738;-8833;-7090;-3859;176;4175;7300;8903;8639;6575;3132;-963;-4859;-7736;-9000;-8379;-6007;-2383;1744;5504;8113;9029;8052;5399;1611;-2510;-6107;-8428;-8988;-7665;-4748;-826;3254;6666;8679;8875;7225;4053;44;-3983;-7168;-8864;-8701;-6721;-3337
746;4675;7620;8980;8457;6171;2589;-1526;-5331;-8015;-9026;-8151;-5571;-1825;2298;5947;8345;9006;7780;4928;1049;-3055;-6513;-8618;-8913;-7351;-4250;-260;3784;7033;8823;8752;6870;3534;-526;-4487;-7501;-8955;-8531;-6327;-2800;1312;5153;7911;9022;8240;5742;2039;-2088;-5779
-8261;-9018;-7887;-5113;-1261;2843;6366;8545;8949;7474;4441;479;-3585;-6897;-8767;-8810;-7003;-3740;311;4294;7379;8923;8600;6482;3006;-1097;-4969;-7806;-9009;-8327;-5909;-2251;1875;5608;8173;9024;7993;5288;1481;-2640;-6204;-8476;-8973;-7595;-4630;-697;3384;6752;8717;8851
7141;3937;-94;-4100;-7251;-8889;-8661;-6635;-3208;877;4786;7697;8987;8414;6069;2462;-1659;-5438;-8075;-9027;-8094;-5462;-1696;2429;6047;8395;8996;7710;4817;912;-3177;-6609;-8653;-8894;-7272;-4131;-127;3907;7117;8847;8723;6778;3414;-660;-4603;-7574;-8972;-8485;-6233;-2669
1443;5264;7974;9025;8186;5635;1909;-2216;-5884;-8313;-9011;-7824;-4997;-1132;2974;6457;8589;8930;7397;4325;344;-3705;-6985;-8796;-8782;-6914;-3621;449;4407;7457;8944;8556;6389;2878;-1229;-5081;-7872;-9016;-8276;-5805;-2121;2005;5715;8226;9022;7929;5179;1348;-2767;-6303
-8519;-8960;-7520;-4516;-563;3507;6842;8749;8825;7058;3815;-226;-4218;-7333;-8908;-8626;-6540;-3084;1012;4900;7763;9001;8363;5968;2336;-1796;-5539;-8140;-9021;-8037;-5353;-1564;2558;6146;8444;8983;7641;4701;782;-3306;-6696;-8694;-8867;-7193;-4011;8;4023;7204;8868;8692
6684;3292;-797;-4714;-7649;-8984;-8440;-6134;-2542;1578;5369;8039;9025;8130;5530;1779;-2350;-5981;-8367;-9002;-7753;-4889;-997;3100;6549;8632;8906;7323;4204;212;-3829;-7067;-8828;-8746;-6830;-3495;581;4525;7532;8959;8517;6290;2752;-1362;-5194;-7934;-9023;-8222;-5701;-1992
2138;5817;8282;9014;7865;5070;1214;-2893;-6399;-8563;-8940;-7448;-4397;-430;3629;6930;8779;8798;6973;3691;-359;-4337;-7409;-8928;-8588;-6444;-2961;1149;5010;7832;9010;8309;5870;2204;-1926;-5646;-8195;-9022;-7970;-5249;-1430;2686;6242;8493;8966;7570;4586;649;-3430;-6786
-8729;-8841;-7110;-3892;144;4141;7284;8893;8653;6595;3166;-931;-4829;-7717;-8999;-8389;-6036;-2413;1709;5477;8097;9030;8067;5428;1642;-2473;-6085;-8414;-8991;-7686;-4772;-866;3226;6642;8666;8887;7241;4087;77;-3951;-7149;-8856;-8710;-6743;-3369;712;4644;7603;8976;8469
6195;2624;-1495;-5302;-7999;-9026;-8165;-5596;-1862;2269;5915;8338;9004;7801;4954;1085;-3024;-6488;-8608;-8918;-7372;-4279;-295;3751;7016;8810;8764;6889;3568;-493;-4455;-7485;-8948;-8542;-6353;-2831;1278;5123;7897;9018;8255;5768;2073;-2055;-5750;-8251;-9016;-7909;-5134;-1302
2817;6335;8540;8948;7498;4467;515;-3553;-6875;-8760;-8816;-7026;-3770;276;4264;7359;8918;8611;6503;3042;-1067;-4937;-7792;-9004;-8342;-5933;-2286;1842;5581;8158;9026;8008;5317;1513;-2604;-6182;-8461;-8979;-7612;-4661;-729;3349;6732;8705;8859;7163;3966;-59;-4068;-7233
-8879;-8675;-6654;-3243;845;4758;7674;8990;8421;6097;2496;-1629;-5406;-8063;-9026;-8108;-5490;-1731;2399;6017;8387;8996;7729;4845;948;-3147;-6583;-8647;-8897;-7294;-4160;-163;3877;7094;8843;8729;6802;3444;-625;-4574;-7556;-8966;-8498;-6256;-2705;1413;5231;7962;9021;8203
5661;1945;-2187;-5853;-8304;-9010;-7842;-5025;-1167;2943;6432;8579;8934;7417;4356;379;-3677;-6960;-8793;-8785;-6940;-3649;412;4378;7440;8934;8573;6409;2913;-1196;-5053;-7855;-9014;-8288;-5835;-2151;1968;5691;8211;9024;7944;5209;1380;-2734;-6277;-8510;-8961;-7542;-4543;-598
3476;6820;8739;8833;7080;3843;-187;-4194;-7306;-8908;-8633;-6565;-3117;979;4870;7747;8997;8376;5995;2367;-1759;-5516;-8119;-9030;-8043;-5389;-1592;2523;6119;8435;8983;7662;4729;816;-3274;-6674;-8683;-8875;-7212;-4044;-25;3993;7181;8865;8697;6711;3321;-760;-4688;-7628
-8981;-8452;-6159;-2574;1541;5345;8020;9028;8142;5559;1809;-2312;-5960;-8350;-9008;-7768;-4920;-1029;3067;6525;8623;8911;7341;4239;241;-3793;-7048;-8821;-8753;-6855;-3524;544;4498;7510;8957;8524;6317;2785;-1330;-5163;-7920;-9022;-8234;-5728;-2028;2109;5785;8273;9014;7882
5097;1251;-2864;-6371;-8555;-8944;-7465;-4431;-460;3596;6908;8772;8804;6995;3723;-324;-4309;-7386;-8927;-8594;-6472;-2990;1112;4981;7816;9007;8324;5895;2236;-1889;-5622;-8178;-9025;-7986;-5275;-1466;2656;6214;8483;8969;7589;4615;683;-3398;-6764;-8718;-8851;-7129;-3923;108
4114;7260;8890;8659;6622;3195;-893;-4803;-7699;-8994;-8405;-6057;-2451;1681;5445;8087;9024;8088;5450;1681;-2444;-6058;-8402;-8993;-7704;-4803;-897;3191;6620;8658;8889;7265;4116;111;-3918;-7131;-8846;-8722;-6765;-3401;678;4613;7587;8967;8486;6217;2658;-1461;-5274;-7984
-9024;-8180;-5625;-1892;2232;5893;8323;9007;7817;4985;1116;-2989;-6466;-8596;-8926;-7388;-4313;-327;3719;6993;8804;8773;6909;3602;-461;-4424;-7464;-8944;-8555;-6375;-2866;1246;5097;7876;9020;8266;5796;2105;-2019;-5728;-8233;-9022;-7920;-5168;-1332;2782;6312;8528;8953;7516
4497;552;-3526;-6848;-8755;-8821;-7048;-3800;241;4233;7341;8909;8626;6524;3075;-1031;-4913;-7770;-9004;-8354;-5960;-2317;1806;5557;8141;9028;8023;5345;1546;-2571;-6155;-8453;-8979;-7634;-4687;-766;3320;6706;8699;8863;7185;3995;-21;-4042;-7207;-8878;-8680;-6681;-3272;809
4730;7656;8985;8436;6120;2530;-1594;-5382;-8044;-9029;-8120;-5521;-1760;2362;5994;8372;9000;7746;4876;979;-3111;-6563;-8634;-8905;-7311;-4193;-193;3840;7078;8832;8741;6821;3481;-598;-4537;-7542;-8960;-8510;-6281;-2737;1377;5205;7944;9022;8215;5689;1977;-2152;-5829;-8286
-9018;-7853;-5058;-1198;2908;6409;8568;8939;7439;4381;417;-3648;-6935;-8787;-8792;-6963;-3680;377;4350;7417;8934;8579;6436;2944;-1161;-5024;-7839;-9012;-8303;-5857;-2189;1940;5658;8202;9021;7963;5235;1415;-2700;-6255;-8496;-8966;-7561;-4572;-633;3445;6796;8732;8840;7099
3879;-159;-4159;-7288;-8902;-8641;-6591;-3147;943;4842;7727;8998;8385;6023;2399;-1725;-5488;-8106;-9026;-8065;-5408;-1635;2497;6090;8423;8989;7676;4761;849;-3241;-6651;-8673;-8882;-7233;-4074;-59;3961;7162;8856;8708;6732;3357;-731;-4653;-7615;-8975;-8465;-6183;-2609;1509
5316;8004;9029;8155;5588;1842;-2280;-5931;-8342;-9003;-7794;-4941;-1069;3038;6500;8612;8917;7363;4265;280;-3767;-7024;-8814;-8761;-6877;-3556;510;4466;7496;8947;8542;6335;2823;-1299;-5133;-7905;-9019;-8250;-5754;-2057;2068;5767;8252;9018;7900;5124;1283;-2829;-6350;-8541
-8950;-7485;-4459;-496;3564;6888;8762;8813;7016;3755;-292;-4275;-7371;-8916;-8611;-6489;-3028;1080;4955;7794;9009;8335;5921;2270;-1857;-5595;-8162;-9026;-8002;-5304;-1499;2623;6190;8471;8973;7607;4646;715;-3364;-6744;-8707;-8859;-7150;-3954;73;4084;7239;8884;8669;6644
3229;-861;-4771;-7683;-8991;-8415;-6087;-2477;1640;5423;8067;9028;8100;5479;1714;-2413;-6030;-8392;-8995;-7722;-4831;-935;3163;6594;8649;8897;7282;4147;146;-3888;-7106;-8843;-8728;-6790;-3431;644;4583;7567;8967;8494;6243;2690;-1428;-5244;-7969;-9023;-8195;-5651;-1926;2199
5868;8308;9010;7834;5013;1152;-2957;-6443;-8585;-8930;-7410;-4340;-363;3688;6972;8795;8781;6932;3632;-427;-4393;-7446;-8939;-8565;-6400;-2899;1215;5063;7865;9013;8285;5819;2141;-1989;-5698;-8222;-9019;-7941;-5193;-1368;2751;6286;8518;8956;7536;4527;585;-3491;-6829;-8744
-8829;-7070;-3831;208;4202;7320;8906;8631;6553;3104;-996;-4883;-7754;-9002;-8366;-5986;-2351;1774;5526;8131;9023;8043;5371;1581;-2538;-6132;-8438;-8985;-7649;-4719;-799;3286;6686;8687;8872;7203;4027;13;-4011;-7187;-8870;-8692;-6700;-3309;779;4698;7640;8981;8448;6146
2562;-1560;-5354;-8030;-9026;-8137;-5547;-1794;2328;5968;8361;9001;7765;4903;1015;-3079;-6540;-8622;-8912;-7332;-4222;-230;3813;7054;8826;8748;6846;3509;-560;-4511;-7520;-8958;-8520;-6307;-2767;1341;5180;7924;9025;8226;5719;2009;-2120;-5799;-8278;-9013;-7875;-5084;-1234;2877
6383;8560;8940;7460;4411;450;-3614;-6916;-8776;-8801;-6986;-3707;337;4327;7391;8932;8588;6461;2976;-1126;-4998;-7820;-9010;-8318;-5882;-2223;1907;5633;8185;9024;7977;5265;1448;-2667;-6229;-8486;-8969;-7580;-4602;-665;3410;6777;8721;8846;7123;3907;-123;-4128;-7269;-8895
-8653;-6611;-3184;913;4811;7711;8994;8398;6048;2434;-1694;-5458;-8093;-9025;-8079;-5438;-1666;2462;6064;8413;8988;7698;4788;883;-3208;-6629;-8663;-8887;-7255;-4102;-96;3933;7140;8850;8717;6755;3386;-693;-4626;-7595;-8971;-8480;-6204;-2645;1478;5286;7990;9024;8176;5608
1882;-2252;-5902;-8329;-9007;-7808;-4971;-1102;3004;6479;8599;8924;7381;4296;314;-3735;-7003;-8807;-8768;-6902;-3585;475;4435;7478;8941;8552;6364;2849;-1258;-5110;-7885;-9018;-8263;-5782;-2091;2037;5737;8241;9019;7914;5156;1314;-2795;-6325;-8531;-8952;-7507;-4487;-532;3536
6863;8755;8820;7036;3789;-258;-4246;-7349;-8915;-8616;-6518;-3057;1045;4925;7778;9007;8345;5951;2300;-1821;-5568;-8149;-9027;-8016;-5333;-1530;2587;6167;8458;8976;7628;4672;754;-3338;-6715;-8704;-8859;-7176;-3982;37;4055;7217;8880;8677;6668;3261;-827;-4742;-7665;-8986
-8430;-6109;-2514;1609;5393;8054;9024;8120;5502;1751;-2382;-6003;-8380;-8997;-7741;-4859;-969;3130;6572;8637;8905;7299;4182;178;-3857;-7085;-8837;-8735;-6813;-3464;609;4555;7547;8963;8506;6266;2725;-1394;-5219;-7948;-9028;-8203;-5683;-1955;2161;5846;8290;9018;7845;5047
1180;-2919;-6424;-8570;-8938;-7428;-4371;-398;3659;6947;8791;8785;6957;3661;-389;-4367;-7422;-8938;-8574;-6425;-2929;1177;5038;7845;9014;8297;5845;2174;-1956;-5671;-8207;-9022;-7956;-5222;-1401;2717;6263;8505;8961;7556;4556;619;-3460;-6806;-8734;-8838;-7089;-3865;175;4171
7301;8898;8645;6571;3139;-963;-4853;-7737;-8996;-8384;-6007;-2387;1742;5501;8112;9027;8056;5399;1615;-2506;-6106;-8427;-8987;-7670;-4745;-835;3256;6660;8680;8876;7226;4056;48;-3979;-7168;-8862;-8702;-6724;-3338;742;4671;7620;8978;8458;6174;2591;-1522;-5331;-8011;-9028
-8151;-5572;-1831;2298;5940;8349;9004;7782;4932;1049;-3048;-6514;-8614;-8915;-7354;-4249;-269;3785;7030;8819;8759;6864;3544;-528;-4480;-7502;-8952;-8533;-6330;-2802;1309;5150;7910;9021;8242;5743;2043;-2085;-5776;-8260;-9020;-7888;-5115;-1265;2841;6361;8546;8947;7479;4441
